,repository,number,url,date,state,package,from,to,vulnerabilities,severities,maximal_severity
4097,avalanche-canada/ac-web,119,https://github.com/avalanche-canada/ac-web/pull/119,2019-10-21T19:48:31Z,MERGED,eslint,3.19.0,4.18.2,['GHSA-jcgq-xh2f-2hfm'],['LOW'],LOW
4098,avalanche-canada/ac-web,125,https://github.com/avalanche-canada/ac-web/pull/125,2020-01-31T18:17:07Z,MERGED,auth0-lock,11.18.1,11.21.0,['GHSA-w2pf-g6r8-pg22'],['MODERATE'],MODERATE
4099,cornerstonejs/cornerstoneTools,1142,https://github.com/cornerstonejs/cornerstoneTools/pull/1142,2019-12-13T19:42:59Z,MERGED,npm,6.11.3,6.13.4,"['GHSA-4328-8hgf-7wjr', 'GHSA-x8qc-rrcw-4r46', 'GHSA-m6cx-g6qm-p2cx']","['LOW', 'LOW', 'LOW']",LOW
4100,cornerstonejs/cornerstoneTools,1154,https://github.com/cornerstonejs/cornerstoneTools/pull/1154,2019-12-27T00:50:49Z,MERGED,handlebars,4.2.0,4.5.3,['GHSA-w457-6q6x-cgp9'],['HIGH'],HIGH
4101,NorthwoodsSoftware/GoJS,83,https://github.com/NorthwoodsSoftware/GoJS/pull/83,2019-08-20T17:53:17Z,CLOSED,lodash,4.17.11,4.17.15,['GHSA-jf85-cpcp-j695'],['HIGH'],HIGH
4102,NorthwoodsSoftware/GoJS,93,https://github.com/NorthwoodsSoftware/GoJS/pull/93,2020-03-14T00:10:51Z,MERGED,acorn,6.0.5,6.4.1,['GHSA-6chw-6frg-f759'],['MODERATE'],MODERATE
4103,NorthwoodsSoftware/GoJS,94,https://github.com/NorthwoodsSoftware/GoJS/pull/94,2020-03-14T00:19:32Z,MERGED,acorn,6.3.0,6.4.1,['GHSA-6chw-6frg-f759'],['MODERATE'],MODERATE
4104,NorthwoodsSoftware/GoJS,95,https://github.com/NorthwoodsSoftware/GoJS/pull/95,2020-03-14T00:19:42Z,MERGED,acorn,6.3.0,6.4.1,['GHSA-6chw-6frg-f759'],['MODERATE'],MODERATE
4105,NorthwoodsSoftware/GoJS,98,https://github.com/NorthwoodsSoftware/GoJS/pull/98,2020-04-30T11:07:45Z,MERGED,jquery,3.4.1,3.5.0,"['GHSA-jpcq-cgw6-v4j6', 'GHSA-gxr4-xjj5-5px2']","['MODERATE', 'MODERATE']",MODERATE
4106,NorthwoodsSoftware/GoJS,99,https://github.com/NorthwoodsSoftware/GoJS/pull/99,2020-04-30T11:18:46Z,MERGED,jquery,3.4.1,3.5.0,"['GHSA-jpcq-cgw6-v4j6', 'GHSA-gxr4-xjj5-5px2']","['MODERATE', 'MODERATE']",MODERATE
4107,jwplayer/jwplayer,3649,https://github.com/jwplayer/jwplayer/pull/3649,2020-04-04T04:32:28Z,MERGED,acorn,6.0.2,6.4.1,['GHSA-6chw-6frg-f759'],['MODERATE'],MODERATE
4108,oskariorg/oskari-docs,133,https://github.com/oskariorg/oskari-docs/pull/133,2019-10-22T18:13:14Z,MERGED,lodash,4.5.0,4.17.13,"['GHSA-x5rq-j2xg-h7qm', 'GHSA-jf85-cpcp-j695', 'GHSA-4xc9-xhrj-v574', 'GHSA-fvqr-27wr-82fm']","['MODERATE', 'HIGH', 'HIGH', 'LOW']",HIGH
4109,oskariorg/oskari-docs,134,https://github.com/oskariorg/oskari-docs/pull/134,2019-10-22T19:01:55Z,MERGED,concat-stream,1.4.10,1.4.11,['GHSA-g74r-ffvr-5q9f'],['MODERATE'],MODERATE
4110,oskariorg/oskari-docs,135,https://github.com/oskariorg/oskari-docs/pull/135,2019-10-22T19:01:57Z,MERGED,sshpk,1.13.1,1.16.1,['GHSA-2m39-62fm-q8r3'],['HIGH'],HIGH
4111,oskariorg/oskari-docs,136,https://github.com/oskariorg/oskari-docs/pull/136,2019-10-22T19:01:57Z,MERGED,stringstream,0.0.5,0.0.6,['GHSA-mf6x-7mm4-x2g7'],['MODERATE'],MODERATE
4112,oskariorg/oskari-docs,137,https://github.com/oskariorg/oskari-docs/pull/137,2019-10-22T19:02:01Z,MERGED,marked,0.3.6,0.3.18,"['GHSA-xf5p-87ch-gxw2', 'GHSA-x5pg-88wf-qq4p', 'GHSA-7px7-7xjx-hxm8', 'GHSA-crmx-v835-hcp4']","['MODERATE', 'HIGH', 'MODERATE', 'MODERATE']",HIGH
4113,oskariorg/oskari-docs,138,https://github.com/oskariorg/oskari-docs/pull/138,2019-10-22T19:02:04Z,MERGED,extend,3.0.1,3.0.2,['GHSA-qrmc-fj45-qfc2'],['MODERATE'],MODERATE
4114,oskariorg/oskari-docs,139,https://github.com/oskariorg/oskari-docs/pull/139,2019-10-22T19:08:59Z,MERGED,express,3.4.8,3.11.0,['GHSA-gpvr-g6gh-9mc2'],['MODERATE'],MODERATE
4115,adsabs/bumblebee,1953,https://github.com/adsabs/bumblebee/pull/1953,2019-10-29T16:09:50Z,CLOSED,lodash,2.4.2,4.17.13,"['GHSA-x5rq-j2xg-h7qm', 'GHSA-jf85-cpcp-j695', 'GHSA-4xc9-xhrj-v574', 'GHSA-fvqr-27wr-82fm']","['MODERATE', 'HIGH', 'HIGH', 'LOW']",HIGH
4116,mWater/mwater-forms,216,https://github.com/mWater/mwater-forms/pull/216,2019-11-01T13:58:36Z,CLOSED,handlebars,1.3.0,4.1.2,"['GHSA-q42p-pg8m-cqh6', 'GHSA-9prh-257w-9277', 'GHSA-fmr4-7g9q-7hc7']","['CRITICAL', 'HIGH', 'MODERATE']",CRITICAL
4117,mWater/mwater-forms,217,https://github.com/mWater/mwater-forms/pull/217,2019-11-01T13:58:41Z,CLOSED,jquery,2.1.4,3.4.0,"['GHSA-6c3j-c64m-qhgq', 'GHSA-wv67-q8rr-grjp', 'GHSA-mhpp-875w-9cpv', 'GHSA-rmxg-73gg-4p98']","['MODERATE', 'MODERATE', 'MODERATE', 'HIGH']",HIGH
4118,mWater/mwater-forms,218,https://github.com/mWater/mwater-forms/pull/218,2019-11-01T13:58:48Z,CLOSED,lodash,3.10.1,4.17.13,"['GHSA-x5rq-j2xg-h7qm', 'GHSA-jf85-cpcp-j695', 'GHSA-4xc9-xhrj-v574', 'GHSA-fvqr-27wr-82fm']","['MODERATE', 'HIGH', 'HIGH', 'LOW']",HIGH
4119,mWater/mwater-forms,219,https://github.com/mWater/mwater-forms/pull/219,2019-12-10T01:39:59Z,CLOSED,ws,1.1.1,5.2.2,['GHSA-5v72-xg48-5rpm'],['HIGH'],HIGH
4120,mWater/mwater-forms,222,https://github.com/mWater/mwater-forms/pull/222,2019-12-28T17:47:56Z,CLOSED,handlebars,1.3.0,4.3.0,"['GHSA-w457-6q6x-cgp9', 'GHSA-q42p-pg8m-cqh6', 'GHSA-9prh-257w-9277', 'GHSA-fmr4-7g9q-7hc7']","['HIGH', 'CRITICAL', 'HIGH', 'MODERATE']",CRITICAL
4121,mWater/mwater-forms,225,https://github.com/mWater/mwater-forms/pull/225,2020-04-30T07:16:23Z,CLOSED,jquery,2.1.4,3.5.0,"['GHSA-jpcq-cgw6-v4j6', 'GHSA-gxr4-xjj5-5px2', 'GHSA-6c3j-c64m-qhgq', 'GHSA-wv67-q8rr-grjp', 'GHSA-mhpp-875w-9cpv', 'GHSA-rmxg-73gg-4p98']","['MODERATE', 'MODERATE', 'MODERATE', 'MODERATE', 'MODERATE', 'HIGH']",HIGH
4122,mWater/mwater-forms,226,https://github.com/mWater/mwater-forms/pull/226,2020-05-04T14:13:40Z,CLOSED,stringstream,0.0.5,0.0.6,['GHSA-mf6x-7mm4-x2g7'],['MODERATE'],MODERATE
4123,mWater/mwater-forms,227,https://github.com/mWater/mwater-forms/pull/227,2020-05-04T14:14:53Z,CLOSED,lodash-es,4.17.4,4.17.15,['GHSA-jf85-cpcp-j695'],['HIGH'],HIGH
4124,RunestoneInteractive/RunestoneComponents,1007,https://github.com/RunestoneInteractive/RunestoneComponents/pull/1007,2020-05-15T17:57:09Z,MERGED,acorn,6.4.0,6.4.1,['GHSA-6chw-6frg-f759'],['MODERATE'],MODERATE
4125,cure53/DOMPurify,345,https://github.com/cure53/DOMPurify/pull/345,2019-07-11T22:43:08Z,MERGED,lodash.mergewith,4.6.1,4.6.2,['GHSA-jf85-cpcp-j695'],['HIGH'],HIGH
4126,cure53/DOMPurify,346,https://github.com/cure53/DOMPurify/pull/346,2019-07-12T09:00:24Z,MERGED,lodash,4.17.4,4.17.14,"['GHSA-jf85-cpcp-j695', 'GHSA-4xc9-xhrj-v574', 'GHSA-fvqr-27wr-82fm']","['HIGH', 'HIGH', 'LOW']",HIGH
4127,cure53/DOMPurify,347,https://github.com/cure53/DOMPurify/pull/347,2019-07-12T09:14:45Z,MERGED,stringstream,0.0.5,0.0.6,['GHSA-mf6x-7mm4-x2g7'],['MODERATE'],MODERATE
4128,cure53/DOMPurify,348,https://github.com/cure53/DOMPurify/pull/348,2019-07-12T09:14:56Z,MERGED,fstream,1.0.11,1.0.12,['GHSA-xf7w-r453-m56c'],['HIGH'],HIGH
4129,cure53/DOMPurify,349,https://github.com/cure53/DOMPurify/pull/349,2019-07-12T09:15:17Z,MERGED,extend,3.0.1,3.0.2,['GHSA-qrmc-fj45-qfc2'],['MODERATE'],MODERATE
4130,cure53/DOMPurify,350,https://github.com/cure53/DOMPurify/pull/350,2019-07-12T09:15:30Z,MERGED,tough-cookie,2.3.2,2.3.4,['GHSA-g7q5-pjjr-gqvp'],['HIGH'],HIGH
4131,cure53/DOMPurify,351,https://github.com/cure53/DOMPurify/pull/351,2019-07-12T09:15:32Z,MERGED,sshpk,1.13.1,1.16.1,['GHSA-2m39-62fm-q8r3'],['HIGH'],HIGH
4132,cure53/DOMPurify,358,https://github.com/cure53/DOMPurify/pull/358,2019-08-26T19:27:37Z,MERGED,eslint-utils,1.3.1,1.4.2,['GHSA-3gx7-xhv7-5mx3'],['CRITICAL'],CRITICAL
4133,cure53/DOMPurify,359,https://github.com/cure53/DOMPurify/pull/359,2019-08-27T18:13:35Z,MERGED,mixin-deep,1.3.1,1.3.2,['GHSA-fhjf-83wg-r2j9'],['HIGH'],HIGH
4134,cure53/DOMPurify,397,https://github.com/cure53/DOMPurify/pull/397,2020-03-13T21:31:35Z,MERGED,minimist,1.2.0,1.2.2,['GHSA-vh95-rmgr-6w4m'],['LOW'],LOW
4135,cure53/DOMPurify,411,https://github.com/cure53/DOMPurify/pull/411,2020-04-04T02:37:53Z,MERGED,minimist,1.2.2,1.2.3,['GHSA-vh95-rmgr-6w4m'],['LOW'],LOW
4136,overleaf/web,695,https://github.com/overleaf/web/pull/695,2019-10-28T14:36:03Z,CLOSED,mongoose,4.11.4,5.7.5,['GHSA-8687-vv9j-hgph'],['MODERATE'],MODERATE
4137,overleaf/web,696,https://github.com/overleaf/web/pull/696,2019-10-28T14:37:56Z,CLOSED,jquery,1.11.1,3.4.0,"['GHSA-6c3j-c64m-qhgq', 'GHSA-wv67-q8rr-grjp', 'GHSA-rmxg-73gg-4p98']","['MODERATE', 'MODERATE', 'HIGH']",HIGH
4138,overleaf/web,711,https://github.com/overleaf/web/pull/711,2019-12-17T04:23:48Z,CLOSED,angular,1.6.4,1.7.9,['GHSA-89mq-4x47-5v83'],['MODERATE'],MODERATE
4139,overleaf/web,718,https://github.com/overleaf/web/pull/718,2020-04-30T03:23:39Z,CLOSED,jquery,2.2.4,3.5.0,"['GHSA-jpcq-cgw6-v4j6', 'GHSA-gxr4-xjj5-5px2', 'GHSA-6c3j-c64m-qhgq', 'GHSA-wv67-q8rr-grjp', 'GHSA-mhpp-875w-9cpv', 'GHSA-rmxg-73gg-4p98']","['MODERATE', 'MODERATE', 'MODERATE', 'MODERATE', 'MODERATE', 'HIGH']",HIGH
4140,overleaf/document-updater,98,https://github.com/overleaf/document-updater/pull/98,2019-10-30T13:38:52Z,MERGED,express,3.3.4,3.11.0,['GHSA-gpvr-g6gh-9mc2'],['MODERATE'],MODERATE
4141,overleaf/document-updater,99,https://github.com/overleaf/document-updater/pull/99,2019-10-30T13:38:52Z,MERGED,request,2.25.0,2.47.0,[],[],
4142,overleaf/document-updater,117,https://github.com/overleaf/document-updater/pull/117,2020-02-14T09:56:24Z,MERGED,extend,3.0.1,3.0.2,['GHSA-qrmc-fj45-qfc2'],['MODERATE'],MODERATE
4143,overleaf/document-updater,118,https://github.com/overleaf/document-updater/pull/118,2020-02-14T09:56:25Z,MERGED,stringstream,0.0.5,0.0.6,['GHSA-mf6x-7mm4-x2g7'],['MODERATE'],MODERATE
4144,overleaf/document-updater,119,https://github.com/overleaf/document-updater/pull/119,2020-02-14T09:56:26Z,MERGED,sshpk,1.13.1,1.16.1,['GHSA-2m39-62fm-q8r3'],['HIGH'],HIGH
4145,overleaf/document-updater,120,https://github.com/overleaf/document-updater/pull/120,2020-02-14T09:56:28Z,MERGED,lodash,4.17.4,4.17.13,"['GHSA-x5rq-j2xg-h7qm', 'GHSA-jf85-cpcp-j695', 'GHSA-4xc9-xhrj-v574', 'GHSA-fvqr-27wr-82fm']","['MODERATE', 'HIGH', 'HIGH', 'LOW']",HIGH
4146,overleaf/document-updater,129,https://github.com/overleaf/document-updater/pull/129,2020-03-26T12:04:23Z,CLOSED,acorn,6.4.0,6.4.1,['GHSA-6chw-6frg-f759'],['MODERATE'],MODERATE
4147,openaddresses/openaddresses,4830,https://github.com/openaddresses/openaddresses/pull/4830,2020-03-16T14:12:19Z,MERGED,minimist,1.2.0,1.2.5,['GHSA-vh95-rmgr-6w4m'],['LOW'],LOW
4148,wikimedia/mediawiki-extensions-Popups,1,https://github.com/wikimedia/mediawiki-extensions-Popups/pull/1,2019-11-04T18:11:36Z,CLOSED,jquery,3.3.1,3.4.0,"['GHSA-6c3j-c64m-qhgq', 'GHSA-wv67-q8rr-grjp']","['MODERATE', 'MODERATE']",MODERATE
4149,wikimedia/mediawiki-extensions-Popups,2,https://github.com/wikimedia/mediawiki-extensions-Popups/pull/2,2019-11-04T18:11:45Z,CLOSED,mixin-deep,1.3.1,1.3.2,['GHSA-fhjf-83wg-r2j9'],['HIGH'],HIGH
4150,wikimedia/mediawiki-extensions-Popups,3,https://github.com/wikimedia/mediawiki-extensions-Popups/pull/3,2019-11-04T18:11:51Z,CLOSED,lodash,4.17.11,4.17.15,['GHSA-jf85-cpcp-j695'],['HIGH'],HIGH
4151,wikimedia/mediawiki-extensions-Popups,4,https://github.com/wikimedia/mediawiki-extensions-Popups/pull/4,2019-11-04T18:11:54Z,CLOSED,js-yaml,3.12.0,3.13.1,"['GHSA-2pr6-76vf-7546', 'GHSA-8j8c-7jfh-h6hx']","['MODERATE', 'HIGH']",HIGH
4152,LearningLocker/learninglocker,1460,https://github.com/LearningLocker/learninglocker/pull/1460,2019-09-23T09:58:48Z,MERGED,lodash,4.17.11,4.17.13,['GHSA-jf85-cpcp-j695'],['HIGH'],HIGH
4153,LearningLocker/learninglocker,1468,https://github.com/LearningLocker/learninglocker/pull/1468,2019-10-23T09:55:04Z,MERGED,mongoose,5.6.4,5.7.5,['GHSA-8687-vv9j-hgph'],['MODERATE'],MODERATE
4154,LearningLocker/learninglocker,1472,https://github.com/LearningLocker/learninglocker/pull/1472,2019-10-29T09:35:44Z,OPEN,eslint,3.19.0,4.18.2,['GHSA-jcgq-xh2f-2hfm'],['LOW'],LOW
4155,LearningLocker/learninglocker,1473,https://github.com/LearningLocker/learninglocker/pull/1473,2019-10-29T09:36:35Z,MERGED,lodash.merge,4.6.1,4.6.2,['GHSA-jf85-cpcp-j695'],['HIGH'],HIGH
4156,LearningLocker/learninglocker,1474,https://github.com/LearningLocker/learninglocker/pull/1474,2019-10-29T09:36:38Z,MERGED,lodash-es,4.17.11,4.17.15,['GHSA-jf85-cpcp-j695'],['HIGH'],HIGH
4157,LearningLocker/learninglocker,1484,https://github.com/LearningLocker/learninglocker/pull/1484,2019-12-06T14:52:21Z,CLOSED,serialize-javascript,1.5.0,2.1.1,['GHSA-h9rv-jmmf-4pgx'],['MODERATE'],MODERATE
4158,LearningLocker/learninglocker,1489,https://github.com/LearningLocker/learninglocker/pull/1489,2019-12-13T18:31:00Z,MERGED,npm,6.10.0,6.13.4,"['GHSA-4328-8hgf-7wjr', 'GHSA-x8qc-rrcw-4r46', 'GHSA-m6cx-g6qm-p2cx']","['LOW', 'LOW', 'LOW']",LOW
4159,nrenner/brouter-web,255,https://github.com/nrenner/brouter-web/pull/255,2019-11-06T18:38:41Z,MERGED,js-yaml,3.12.1,3.13.1,"['GHSA-2pr6-76vf-7546', 'GHSA-8j8c-7jfh-h6hx']","['MODERATE', 'HIGH']",HIGH
4160,nrenner/brouter-web,256,https://github.com/nrenner/brouter-web/pull/256,2019-11-06T18:38:42Z,MERGED,mixin-deep,1.3.1,1.3.2,['GHSA-fhjf-83wg-r2j9'],['HIGH'],HIGH
4161,nrenner/brouter-web,288,https://github.com/nrenner/brouter-web/pull/288,2020-04-30T01:31:22Z,MERGED,jquery,3.4.1,3.5.0,"['GHSA-jpcq-cgw6-v4j6', 'GHSA-gxr4-xjj5-5px2']","['MODERATE', 'MODERATE']",MODERATE
4162,dondi/GRNsight,823,https://github.com/dondi/GRNsight/pull/823,2019-12-28T14:37:14Z,CLOSED,handlebars,4.1.0,4.5.3,"['GHSA-w457-6q6x-cgp9', 'GHSA-q42p-pg8m-cqh6']","['HIGH', 'CRITICAL']",CRITICAL
4163,dondi/GRNsight,827,https://github.com/dondi/GRNsight/pull/827,2020-01-26T20:55:51Z,CLOSED,eslint,3.19.0,4.18.2,['GHSA-jcgq-xh2f-2hfm'],['LOW'],LOW
4164,dondi/GRNsight,828,https://github.com/dondi/GRNsight/pull/828,2020-01-26T20:55:55Z,CLOSED,mixin-deep,1.3.1,1.3.2,['GHSA-fhjf-83wg-r2j9'],['HIGH'],HIGH
4165,dondi/GRNsight,829,https://github.com/dondi/GRNsight/pull/829,2020-01-26T20:55:57Z,CLOSED,lodash,4.17.11,4.17.15,['GHSA-jf85-cpcp-j695'],['HIGH'],HIGH
4166,OpenKnowledgeMaps/Headstart,379,https://github.com/OpenKnowledgeMaps/Headstart/pull/379,2019-10-22T00:20:01Z,CLOSED,lodash,4.17.10,4.17.15,"['GHSA-x5rq-j2xg-h7qm', 'GHSA-jf85-cpcp-j695', 'GHSA-4xc9-xhrj-v574']","['MODERATE', 'HIGH', 'HIGH']",HIGH
4167,OpenKnowledgeMaps/Headstart,381,https://github.com/OpenKnowledgeMaps/Headstart/pull/381,2019-10-31T16:07:24Z,CLOSED,bootstrap-sass,3.3.7,3.4.1,['GHSA-wh77-3x4m-4q9g'],['MODERATE'],MODERATE
4168,OpenKnowledgeMaps/Headstart,382,https://github.com/OpenKnowledgeMaps/Headstart/pull/382,2019-10-31T16:07:31Z,CLOSED,tar,2.2.1,2.2.2,['GHSA-j44m-qm6p-hp7m'],['HIGH'],HIGH
4169,OpenKnowledgeMaps/Headstart,383,https://github.com/OpenKnowledgeMaps/Headstart/pull/383,2019-10-31T16:07:36Z,CLOSED,jquery,2.2.4,3.4.0,"['GHSA-6c3j-c64m-qhgq', 'GHSA-wv67-q8rr-grjp', 'GHSA-mhpp-875w-9cpv', 'GHSA-rmxg-73gg-4p98']","['MODERATE', 'MODERATE', 'MODERATE', 'HIGH']",HIGH
4170,OpenKnowledgeMaps/Headstart,384,https://github.com/OpenKnowledgeMaps/Headstart/pull/384,2019-10-31T16:07:36Z,CLOSED,webpack-dev-server,1.16.5,3.1.11,['GHSA-cf66-xwfp-gvc4'],['HIGH'],HIGH
4171,OpenKnowledgeMaps/Headstart,385,https://github.com/OpenKnowledgeMaps/Headstart/pull/385,2019-10-31T16:07:37Z,CLOSED,handlebars,4.0.11,4.1.2,['GHSA-q42p-pg8m-cqh6'],['CRITICAL'],CRITICAL
4172,OpenKnowledgeMaps/Headstart,386,https://github.com/OpenKnowledgeMaps/Headstart/pull/386,2019-10-31T16:07:42Z,CLOSED,fstream,1.0.11,1.0.12,['GHSA-xf7w-r453-m56c'],['HIGH'],HIGH
4173,OpenKnowledgeMaps/Headstart,397,https://github.com/OpenKnowledgeMaps/Headstart/pull/397,2019-12-26T21:28:10Z,CLOSED,handlebars,4.0.11,4.3.0,"['GHSA-w457-6q6x-cgp9', 'GHSA-q42p-pg8m-cqh6']","['HIGH', 'CRITICAL']",CRITICAL
4174,OpenKnowledgeMaps/Headstart,401,https://github.com/OpenKnowledgeMaps/Headstart/pull/401,2020-01-30T19:39:39Z,CLOSED,bootstrap,3.3.7,3.4.1,"['GHSA-wh77-3x4m-4q9g', 'GHSA-ph58-4vrj-w6hr', 'GHSA-3mgp-fx93-9xv5', 'GHSA-4p24-vmcr-4gqj', 'GHSA-pj7m-g53m-7638']","['MODERATE', 'LOW', 'LOW', 'LOW', 'MODERATE']",MODERATE
4175,OpenKnowledgeMaps/Headstart,413,https://github.com/OpenKnowledgeMaps/Headstart/pull/413,2020-03-13T21:29:57Z,CLOSED,acorn,6.4.0,6.4.1,['GHSA-6chw-6frg-f759'],['MODERATE'],MODERATE
4176,OpenKnowledgeMaps/Headstart,429,https://github.com/OpenKnowledgeMaps/Headstart/pull/429,2020-04-29T23:11:20Z,CLOSED,jquery,3.4.1,3.5.0,"['GHSA-jpcq-cgw6-v4j6', 'GHSA-gxr4-xjj5-5px2']","['MODERATE', 'MODERATE']",MODERATE
4177,tidepool-org/blip,631,https://github.com/tidepool-org/blip/pull/631,2019-11-06T22:16:49Z,CLOSED,mixin-deep,1.3.1,1.3.2,['GHSA-fhjf-83wg-r2j9'],['HIGH'],HIGH
4178,tidepool-org/blip,632,https://github.com/tidepool-org/blip/pull/632,2019-11-06T22:16:51Z,CLOSED,js-yaml,3.12.0,3.13.1,"['GHSA-2pr6-76vf-7546', 'GHSA-8j8c-7jfh-h6hx']","['MODERATE', 'HIGH']",HIGH
4179,tidepool-org/blip,633,https://github.com/tidepool-org/blip/pull/633,2019-11-06T22:16:51Z,CLOSED,eslint-utils,1.3.1,1.4.3,['GHSA-3gx7-xhv7-5mx3'],['CRITICAL'],CRITICAL
4180,tidepool-org/blip,634,https://github.com/tidepool-org/blip/pull/634,2019-11-06T22:16:52Z,CLOSED,fstream,1.0.11,1.0.12,['GHSA-xf7w-r453-m56c'],['HIGH'],HIGH
4181,tidepool-org/blip,640,https://github.com/tidepool-org/blip/pull/640,2019-12-28T00:06:49Z,CLOSED,handlebars,4.0.12,4.5.3,"['GHSA-w457-6q6x-cgp9', 'GHSA-q42p-pg8m-cqh6']","['HIGH', 'CRITICAL']",CRITICAL
4182,tidepool-org/blip,643,https://github.com/tidepool-org/blip/pull/643,2020-01-10T18:57:45Z,CLOSED,handlebars,4.0.12,4.7.0,"['GHSA-w457-6q6x-cgp9', 'GHSA-q42p-pg8m-cqh6']","['HIGH', 'CRITICAL']",CRITICAL
4183,tidepool-org/blip,648,https://github.com/tidepool-org/blip/pull/648,2020-01-28T20:39:33Z,CLOSED,lodash,4.17.10,4.17.13,"['GHSA-x5rq-j2xg-h7qm', 'GHSA-jf85-cpcp-j695', 'GHSA-4xc9-xhrj-v574']","['MODERATE', 'HIGH', 'HIGH']",HIGH
4184,tidepool-org/blip,656,https://github.com/tidepool-org/blip/pull/656,2020-02-19T18:29:29Z,CLOSED,handlebars,4.0.12,4.7.3,"['GHSA-w457-6q6x-cgp9', 'GHSA-q42p-pg8m-cqh6']","['HIGH', 'CRITICAL']",CRITICAL
4185,tidepool-org/blip,675,https://github.com/tidepool-org/blip/pull/675,2020-03-14T01:34:54Z,MERGED,acorn,5.7.3,5.7.4,['GHSA-6chw-6frg-f759'],['MODERATE'],MODERATE
4186,tidepool-org/blip,719,https://github.com/tidepool-org/blip/pull/719,2020-04-24T14:00:57Z,MERGED,handlebars,4.0.12,4.7.6,"['GHSA-w457-6q6x-cgp9', 'GHSA-q42p-pg8m-cqh6']","['HIGH', 'CRITICAL']",CRITICAL
4187,eslint/website,643,https://github.com/eslint/website/pull/643,2019-11-01T21:37:44Z,CLOSED,eslint-utils,1.3.1,1.4.3,['GHSA-3gx7-xhv7-5mx3'],['CRITICAL'],CRITICAL
4188,vuejs/vuejs.org,2185,https://github.com/vuejs/vuejs.org/pull/2185,2019-06-07T00:09:54Z,MERGED,js-yaml,3.12.0,3.13.1,"['GHSA-2pr6-76vf-7546', 'GHSA-8j8c-7jfh-h6hx']","['MODERATE', 'HIGH']",HIGH
4189,vuejs/vuejs.org,2229,https://github.com/vuejs/vuejs.org/pull/2229,2019-07-11T18:19:53Z,MERGED,lodash.merge,4.6.1,4.6.2,['GHSA-jf85-cpcp-j695'],['HIGH'],HIGH
4190,vuejs/vuejs.org,2230,https://github.com/vuejs/vuejs.org/pull/2230,2019-07-11T18:19:55Z,MERGED,lodash.template,4.4.0,4.5.0,['GHSA-jf85-cpcp-j695'],['HIGH'],HIGH
4191,vuejs/vuejs.org,2243,https://github.com/vuejs/vuejs.org/pull/2243,2019-07-19T20:10:58Z,MERGED,lodash,4.17.11,4.17.15,['GHSA-jf85-cpcp-j695'],['HIGH'],HIGH
4192,vuejs/vuejs.org,2347,https://github.com/vuejs/vuejs.org/pull/2347,2019-10-15T09:34:17Z,MERGED,mixin-deep,1.3.1,1.3.2,['GHSA-fhjf-83wg-r2j9'],['HIGH'],HIGH
4193,CalderaWP/Caldera-Forms,3401,https://github.com/CalderaWP/Caldera-Forms/pull/3401,2019-11-13T09:13:58Z,CLOSED,jquery,1.12.4,3.4.0,"['GHSA-6c3j-c64m-qhgq', 'GHSA-wv67-q8rr-grjp', 'GHSA-rmxg-73gg-4p98']","['MODERATE', 'MODERATE', 'HIGH']",HIGH
4194,CalderaWP/Caldera-Forms,3433,https://github.com/CalderaWP/Caldera-Forms/pull/3433,2019-12-27T16:18:44Z,CLOSED,handlebars,4.1.2,4.5.3,['GHSA-w457-6q6x-cgp9'],['HIGH'],HIGH
4195,CalderaWP/Caldera-Forms,3516,https://github.com/CalderaWP/Caldera-Forms/pull/3516,2020-03-15T00:21:20Z,CLOSED,acorn,5.7.3,5.7.4,['GHSA-6chw-6frg-f759'],['MODERATE'],MODERATE
4196,CalderaWP/Caldera-Forms,3532,https://github.com/CalderaWP/Caldera-Forms/pull/3532,2020-04-30T04:54:35Z,CLOSED,jquery,1.12.4,3.5.0,"['GHSA-jpcq-cgw6-v4j6', 'GHSA-gxr4-xjj5-5px2', 'GHSA-6c3j-c64m-qhgq', 'GHSA-wv67-q8rr-grjp', 'GHSA-rmxg-73gg-4p98']","['MODERATE', 'MODERATE', 'MODERATE', 'MODERATE', 'HIGH']",HIGH
4197,SortableJS/Sortable,1700,https://github.com/SortableJS/Sortable/pull/1700,2019-12-05T16:26:57Z,MERGED,mixin-deep,1.3.1,1.3.2,['GHSA-fhjf-83wg-r2j9'],['HIGH'],HIGH
4198,SortableJS/Sortable,1768,https://github.com/SortableJS/Sortable/pull/1768,2020-03-15T01:38:59Z,CLOSED,acorn,6.1.1,6.4.1,['GHSA-6chw-6frg-f759'],['MODERATE'],MODERATE
4199,SortableJS/Sortable,1800,https://github.com/SortableJS/Sortable/pull/1800,2020-04-16T18:23:35Z,CLOSED,https-proxy-agent,2.2.1,2.2.4,['GHSA-pc5p-h8pf-mvwp'],['HIGH'],HIGH
4200,bitpay/bitcore,2651,https://github.com/bitpay/bitcore/pull/2651,2019-12-26T21:23:29Z,CLOSED,lodash.mergewith,4.6.1,4.6.2,['GHSA-jf85-cpcp-j695'],['HIGH'],HIGH
4201,jitsi/jitsi-meet,4524,https://github.com/jitsi/jitsi-meet/pull/4524,2019-08-07T21:23:27Z,MERGED,jquery,3.3.1,3.4.0,"['GHSA-6c3j-c64m-qhgq', 'GHSA-wv67-q8rr-grjp']","['MODERATE', 'MODERATE']",MODERATE
