,repository,package,fix_commit,dep_file_fix_version,lock_file_fix_version,latest_version,latest_stable_version,pr_version,vulnerable_version,fix_date,latest_version_date,latest_stable_version_date,pr_date,pr_number,lock_file_type
430,cruise-automation/webviz,lodash,d1e2b7422f5b16eebbd5d76b98db27780a3606b5,^4.17.11,4.17.11,4.17.20,4.17.20,4.17.13,4.17.11,2020-08-31 14:48:39-07:00,2020-08-13T16:53:54.152Z,2020-08-13T16:53:54.152Z,2019-09-25T00:57:10Z,231,package-lock.json
431,cruise-automation/webviz,lodash,d1e2b7422f5b16eebbd5d76b98db27780a3606b5,^4.17.11,4.17.11,4.17.20,4.17.20,4.17.13,4.17.11,2020-08-31 14:48:39-07:00,2020-08-13T16:53:54.152Z,2020-08-13T16:53:54.152Z,2019-09-25T00:57:12Z,232,package-lock.json
432,cruise-automation/webviz,lodash,d1e2b7422f5b16eebbd5d76b98db27780a3606b5,^4.17.11,4.17.11,4.17.20,4.17.20,4.17.13,4.17.11,2020-08-31 14:48:39-07:00,2020-08-13T16:53:54.152Z,2020-08-13T16:53:54.152Z,2019-09-25T00:57:47Z,237,package-lock.json
433,cruise-automation/webviz,js-yaml,d1e2b7422f5b16eebbd5d76b98db27780a3606b5,,3.12.0,3.14.0,3.14.0,3.13.1,3.12.0,2020-08-31 14:48:39-07:00,2020-05-22T18:30:32.680Z,2020-05-22T18:30:32.680Z,2019-09-25T00:57:13Z,233,package-lock.json
434,cruise-automation/webviz,js-yaml,d1e2b7422f5b16eebbd5d76b98db27780a3606b5,,3.12.0,3.14.0,3.14.0,3.13.1,3.12.0,2020-08-31 14:48:39-07:00,2020-05-22T18:30:32.680Z,2020-05-22T18:30:32.680Z,2019-09-25T00:57:17Z,235,package-lock.json
435,cruise-automation/webviz,lodash-es,d1e2b7422f5b16eebbd5d76b98db27780a3606b5,,,4.17.15,4.17.15,4.17.15,4.17.11,2020-08-31 14:48:39-07:00,2019-07-19T02:29:44.626Z,2019-07-19T02:29:44.626Z,2019-09-25T00:57:15Z,234,package-lock.json
436,cruise-automation/webviz,lodash.mergewith,d8bebc7e2ae89dd524a28d5b355d575e48c4b7b7,,4.6.1,4.6.2,4.6.2,4.6.2,4.6.1,2020-04-21 09:53:43-07:00,2019-07-10T00:20:07.639Z,2019-07-10T00:20:07.639Z,2019-09-25T00:57:17Z,236,package-lock.json
437,cruise-automation/webviz,lodash.mergewith,d8bebc7e2ae89dd524a28d5b355d575e48c4b7b7,,4.6.1,4.6.2,4.6.2,4.6.2,4.6.1,2020-04-21 09:53:43-07:00,2019-07-10T00:20:07.639Z,2019-07-10T00:20:07.639Z,2019-09-25T00:58:14Z,244,package-lock.json
438,cruise-automation/webviz,minimist,d8bebc7e2ae89dd524a28d5b355d575e48c4b7b7,,0.0.8,1.2.5,1.2.5,1.2.5,1.2.0,2020-04-21 09:53:43-07:00,2020-03-12T22:16:19.463Z,2020-03-12T22:16:19.463Z,2020-03-16T06:22:10Z,367,package-lock.json
439,ctrlo/GADS,serialize-javascript,bfa6528175ca20221c35dc3e9a300130ef02a701,,2.1.2,3.0.0,3.0.0,2.1.2,1.7.0,2020-05-02 15:29:46+01:00,2020-02-16T13:39:50.439Z,2020-02-16T13:39:50.439Z,2020-05-02T14:26:34Z,142,yarn.lock
440,danhumphrey/page-modeller,acorn,9810db15e1f316c4109fbc48de26d19708a6ddbc,,7.1.1,7.1.1,7.1.1,5.7.4,5.7.3,2020-03-15 15:27:49+11:00,2020-03-01T12:39:27.836Z,2020-03-01T12:39:27.836Z,2020-03-13T23:06:24Z,17,package-lock.json
441,date-fns/date-fns,lodash,451bfcab05f48aed59ae83c0a0effc9046f7399e,^4.17.15,4.17.15,4.17.20,4.17.20,4.17.15,4.17.4,2020-09-02 10:20:38+04:00,2020-08-13T16:53:54.152Z,2020-08-13T16:53:54.152Z,2019-08-27T13:32:49Z,1321,yarn.lock
442,date-fns/date-fns,lodash,451bfcab05f48aed59ae83c0a0effc9046f7399e,^4.17.15,4.17.15,4.17.20,4.17.20,4.17.15,4.17.4,2020-09-02 10:20:38+04:00,2020-08-13T16:53:54.152Z,2020-08-13T16:53:54.152Z,2019-08-27T13:32:49Z,1323,yarn.lock
443,date-fns/date-fns,lodash,451bfcab05f48aed59ae83c0a0effc9046f7399e,^4.17.15,4.17.15,4.17.20,4.17.20,4.17.13,4.17.4,2020-09-02 10:20:38+04:00,2020-08-13T16:53:54.152Z,2020-08-13T16:53:54.152Z,2019-08-27T13:32:53Z,1328,yarn.lock
444,date-fns/date-fns,lodash,451bfcab05f48aed59ae83c0a0effc9046f7399e,^4.17.15,4.17.15,4.17.20,4.17.20,4.17.15,4.17.4,2020-09-02 10:20:38+04:00,2020-08-13T16:53:54.152Z,2020-08-13T16:53:54.152Z,2019-08-27T13:32:58Z,1335,yarn.lock
445,date-fns/date-fns,lodash,451bfcab05f48aed59ae83c0a0effc9046f7399e,^4.17.15,4.17.15,4.17.20,4.17.20,4.17.15,4.17.4,2020-09-02 10:20:38+04:00,2020-08-13T16:53:54.152Z,2020-08-13T16:53:54.152Z,2019-08-27T13:32:59Z,1337,yarn.lock
446,date-fns/date-fns,lodash,451bfcab05f48aed59ae83c0a0effc9046f7399e,^4.17.15,4.17.15,4.17.20,4.17.20,4.17.15,4.17.4,2020-09-02 10:20:38+04:00,2020-08-13T16:53:54.152Z,2020-08-13T16:53:54.152Z,2019-08-27T13:33:02Z,1342,yarn.lock
447,date-fns/date-fns,lodash,451bfcab05f48aed59ae83c0a0effc9046f7399e,^4.17.15,4.17.15,4.17.20,4.17.20,4.17.15,4.17.4,2020-09-02 10:20:38+04:00,2020-08-13T16:53:54.152Z,2020-08-13T16:53:54.152Z,2019-08-27T13:33:03Z,1343,yarn.lock
448,date-fns/date-fns,lodash,451bfcab05f48aed59ae83c0a0effc9046f7399e,^4.17.15,4.17.15,4.17.20,4.17.20,4.17.15,4.17.4,2020-09-02 10:20:38+04:00,2020-08-13T16:53:54.152Z,2020-08-13T16:53:54.152Z,2019-08-27T13:34:09Z,1365,yarn.lock
449,dcos/dcos-website,eslint,1840f961179b5b8af4f524667db00d069f3a406a,^6.6.0,,6.8.0,6.8.0,6.6.0,2.13.1,2020-01-10 15:47:15+00:00,2019-12-20T21:04:35.627Z,2019-12-20T21:04:35.627Z,2019-11-01T17:31:50Z,1665,npm-shrinkwrap.json
450,decred/decrediton,acorn,e2dcd39a6f009f8a9fdcbf0cf4765a15e86f259a,,6.4.1,7.1.1,7.1.1,6.4.1,6.4.0,2020-03-15 13:42:24-03:00,2020-03-01T12:39:27.836Z,2020-03-01T12:39:27.836Z,2020-03-13T23:39:07Z,2443,yarn.lock
451,decred/decrediton,minimist,e2dcd39a6f009f8a9fdcbf0cf4765a15e86f259a,^1.2.0,0.0.8,1.2.5,1.2.5,1.2.2,1.2.0,2020-03-15 13:42:24-03:00,2020-03-12T22:16:19.463Z,2020-03-12T22:16:19.463Z,2020-03-16T12:15:12Z,2447,yarn.lock
452,devinit/D-Portal,acorn,ec7ade02000a5a35fa707d486b5365cd7ac3d052,,7.1.1,7.1.1,7.1.1,7.1.1,7.1.0,2020-03-27 19:11:57+00:00,2020-03-01T12:39:27.836Z,2020-03-01T12:39:27.836Z,2020-03-14T08:54:40Z,548,package-lock.json
453,dherault/serverless-offline,acorn,f9abe8d919afe7455a6235c4e006877b9c6674d8,,7.1.1,7.1.1,7.1.1,6.4.1,6.4.0,2020-05-05 11:28:03+02:00,2020-03-01T12:39:27.836Z,2020-03-01T12:39:27.836Z,2020-03-13T21:11:57Z,921,package-lock.json
454,dherault/serverless-offline,acorn,f9abe8d919afe7455a6235c4e006877b9c6674d8,,7.1.1,7.1.1,7.1.1,6.4.1,6.4.0,2020-05-05 11:28:03+02:00,2020-03-01T12:39:27.836Z,2020-03-01T12:39:27.836Z,2020-03-15T19:09:51Z,923,package-lock.json
455,dherault/serverless-offline,acorn,f90d2e14fee53c1629e04a2b7a5e13ebab901d0d,,7.4.0,8.0.1,8.0.1,6.4.1,6.4.0,2020-09-23 10:52:17-04:00,2020-08-12T13:03:57.589Z,2020-08-12T13:03:57.589Z,2020-03-13T21:11:57Z,921,package-lock.json
456,dherault/serverless-offline,acorn,f90d2e14fee53c1629e04a2b7a5e13ebab901d0d,,7.4.0,8.0.1,8.0.1,6.4.1,6.4.0,2020-09-23 10:52:17-04:00,2020-08-12T13:03:57.589Z,2020-08-12T13:03:57.589Z,2020-03-15T19:09:51Z,923,package-lock.json
457,dondi/GRNsight,handlebars,b8ddbe992bedc9f1d6cf263f14325e22038da224,,4.5.1,4.5.1,4.5.1,4.5.3,4.1.0,2019-11-06 11:04:35-08:00,2019-10-29T04:42:50.350Z,2019-10-29T04:42:50.350Z,2019-12-28T14:37:14Z,823,package-lock.json
458,dondi/GRNsight,mixin-deep,7d2057caddab123baaf898e50300220a9497faca,,1.3.2,2.0.1,2.0.1,1.3.2,1.3.1,2019-08-12 17:41:25-04:00,2019-06-19T17:47:14.541Z,2019-06-19T17:47:14.541Z,2020-01-26T20:55:55Z,828,package-lock.json
459,dondi/GRNsight,lodash,7d2057caddab123baaf898e50300220a9497faca,,4.17.15,4.17.15,4.17.15,4.17.15,4.17.11,2019-08-12 17:41:25-04:00,2019-07-19T02:28:46.584Z,2019-07-19T02:28:46.584Z,2020-01-26T20:55:57Z,829,package-lock.json
460,dwp/govuk-casa,acorn,7acacfc2387713f0c9cb7ba4257c28b4122ffc85,,7.1.1,7.1.1,7.1.1,6.4.1,6.4.0,2020-03-16 19:58:10+00:00,2020-03-01T12:39:27.836Z,2020-03-01T12:39:27.836Z,2020-03-13T22:14:59Z,18,package-lock.json
461,eBay/ebayui-core,handlebars,37c0eccfd4228a334fbecf8789a6dd47b4b32cf2,,4.5.3,4.5.3,4.5.3,4.5.3,4.1.2,2020-01-02 11:52:20-08:00,2019-11-18T07:11:39.454Z,2019-11-18T07:11:39.454Z,2019-12-28T00:07:23Z,1003,yarn.lock
462,eBay/ebayui-core,https-proxy-agent,6688b48e4c2d8da139a3e7d6d041d66072795171,,2.2.4,5.0.0,5.0.0,2.2.4,2.2.2,2020-04-22 09:23:27-07:00,2020-02-07T20:15:18.381Z,2020-02-07T20:15:18.381Z,2020-04-16T11:38:19Z,1097,yarn.lock
463,ebi-webcomponents/nightingale,eslint-utils,8af2ee022d0fd73506aabf503a48a47c0f446843,,1.4.3,1.4.3,1.4.3,1.4.3,1.4.0,2019-11-04 14:40:39+00:00,2019-10-20T12:52:13.144Z,2019-10-20T12:52:13.144Z,2019-10-29T15:01:33Z,51,yarn.lock
464,ebi-webcomponents/nightingale,handlebars,3e582b8efb44b6152ae0c52d2e4f1e9dd6731936,,4.7.6,4.7.6,4.7.6,4.5.3,4.1.2,2020-05-28 16:08:25+01:00,2020-04-03T17:59:55.566Z,2020-04-03T17:59:55.566Z,2019-12-29T03:25:58Z,64,yarn.lock
465,ebi-webcomponents/nightingale,https-proxy-agent,3e582b8efb44b6152ae0c52d2e4f1e9dd6731936,,2.2.4,5.0.0,5.0.0,2.2.4,2.2.2,2020-05-28 16:08:25+01:00,2020-02-07T20:15:18.381Z,2020-02-07T20:15:18.381Z,2020-04-16T14:16:08Z,71,yarn.lock
466,ebshimizu/stats-of-the-storm,fstream,b898b47a37b2d97985870c722dd748a0f9cf10eb,,1.0.12,1.0.12,1.0.12,1.0.12,1.0.11,2020-07-12 13:29:52-04:00,2019-05-15T00:38:18.821Z,2019-05-15T00:38:18.821Z,2019-11-13T01:11:19Z,283,yarn.lock
467,ebshimizu/stats-of-the-storm,jquery,b898b47a37b2d97985870c722dd748a0f9cf10eb,^3.3.1,3.5.1,3.5.1,3.5.1,3.4.0,3.3.1,2020-07-12 13:29:52-04:00,2020-05-04T22:50:08.819Z,2020-05-04T22:50:08.819Z,2019-11-13T01:13:59Z,284,yarn.lock
468,ebshimizu/stats-of-the-storm,handlebars,b898b47a37b2d97985870c722dd748a0f9cf10eb,^4.0.11,4.7.6,4.7.6,4.7.6,4.1.2,4.0.12,2020-07-12 13:29:52-04:00,2020-04-03T17:59:55.566Z,2020-04-03T17:59:55.566Z,2019-11-13T01:24:25Z,285,yarn.lock
469,ebshimizu/stats-of-the-storm,handlebars,b898b47a37b2d97985870c722dd748a0f9cf10eb,^4.0.11,4.7.6,4.7.6,4.7.6,4.3.0,4.0.12,2020-07-12 13:29:52-04:00,2020-04-03T17:59:55.566Z,2020-04-03T17:59:55.566Z,2019-12-27T00:04:14Z,293,yarn.lock
470,ebshimizu/stats-of-the-storm,js-yaml,b898b47a37b2d97985870c722dd748a0f9cf10eb,,3.14.0,3.14.0,3.14.0,3.13.1,3.12.0,2020-07-12 13:29:52-04:00,2020-05-22T18:30:32.680Z,2020-05-22T18:30:32.680Z,2019-11-13T01:24:43Z,286,yarn.lock
471,ebshimizu/stats-of-the-storm,mixin-deep,b898b47a37b2d97985870c722dd748a0f9cf10eb,,1.3.2,2.0.1,2.0.1,1.3.2,1.3.1,2020-07-12 13:29:52-04:00,2019-06-19T17:47:14.541Z,2019-06-19T17:47:14.541Z,2019-11-13T01:24:56Z,287,yarn.lock
472,ebshimizu/stats-of-the-storm,https-proxy-agent,b898b47a37b2d97985870c722dd748a0f9cf10eb,,2.2.4,5.0.0,5.0.0,2.2.4,2.2.1,2020-07-12 13:29:52-04:00,2020-02-07T20:15:18.381Z,2020-02-07T20:15:18.381Z,2020-04-16T16:32:47Z,297,yarn.lock
473,eclipsesource/tabris-js,mixin-deep,9e19f0bafecf954ab93631075e29492aea7f63ae,,,2.0.1,2.0.1,1.3.2,1.3.1,2020-08-13 12:09:36+00:00,2019-06-19T17:47:14.541Z,2019-06-19T17:47:14.541Z,2019-10-02T12:16:09Z,1944,package-lock.json
474,eggheadio/how-to-egghead,eslint-utils,632f85f6c1fbe85c7a1501d34a15bbd1292961d6,,1.4.3,2.0.0,2.0.0,1.4.3,1.3.1,2020-01-22 15:45:59+01:00,2019-12-26T09:03:45.070Z,2019-12-26T09:03:45.070Z,2019-11-01T14:55:16Z,82,yarn.lock
475,elastic/apm-agent-rum-js,lodash.template,ef879329a7986e17ddb27cda949da09ce25958c9,,4.5.0,4.5.0,4.5.0,4.5.0,4.4.0,2019-07-11 12:10:11+02:00,2019-07-10T05:08:24.821Z,2019-07-10T05:08:24.821Z,2019-07-11T05:24:46Z,318,package-lock.json
476,elastic/apm-agent-rum-js,eslint-utils,17aae14cf359ecf221401370b4d6be70080ddc98,,1.4.2,1.4.2,1.4.2,1.4.2,1.3.1,2019-08-27 10:10:39+02:00,2019-08-20T10:29:58.372Z,2019-08-20T10:29:58.372Z,2019-08-26T19:03:44Z,394,package-lock.json
477,elastic/apm-agent-rum-js,handlebars,33d5817a2ac0c1d14206edd6e51103dd8ad2db2b,,4.5.3,4.5.3,4.5.3,4.5.3,4.1.2,2020-01-02 10:21:33+01:00,2019-11-18T07:11:39.454Z,2019-11-18T07:11:39.454Z,2019-12-27T19:04:37Z,550,package-lock.json
478,elastic/apm-agent-rum-js,codecov,6929cb3d461e24a29fa5c1fe91e0e830bd4c6d19,^3.6.5,3.6.5,4.0.0-0,4.0.0-0,3.6.5,3.6.1,2020-02-27 13:42:26+01:00,2017-12-05T13:42:57.631Z,2017-12-05T13:42:57.631Z,2020-02-19T18:49:44Z,643,package-lock.json
479,elastic/apm-agent-rum-js,acorn,1ce95c9f2c537b485543db2d6e567737b8792efb,,7.1.1,7.1.1,7.1.1,6.4.1,6.1.1,2020-03-16 11:09:07+01:00,2020-03-01T12:39:27.836Z,2020-03-01T12:39:27.836Z,2020-03-13T23:40:32Z,701,package-lock.json
480,elix/elix,eslint-utils,25e222250d561c4367276b80cc17253a21133e3b,,1.4.2,1.4.2,1.4.2,1.4.2,1.4.0,2019-09-03 16:59:55-07:00,2019-08-20T10:29:58.372Z,2019-08-20T10:29:58.372Z,2019-08-26T17:02:34Z,103,package-lock.json
481,elix/elix,acorn,e29c137fa41ad11fa9d68e7663bf48872d6f458f,,7.4.0,7.4.0,7.4.0,7.1.1,7.1.0,2020-08-06 21:32:21-07:00,2020-08-03T10:01:23.980Z,2020-08-03T10:01:23.980Z,2020-03-13T20:38:19Z,112,package-lock.json
482,ember-animation/ember-animated,jquery,7fb859dd8b93295afe43d79439c7f279967a2dc7,,3.5.1,3.5.1,3.5.1,3.5.0,3.4.1,2020-07-28 11:41:11-04:00,2020-05-04T22:50:08.819Z,2020-05-04T22:50:08.819Z,2020-04-30T02:13:43Z,210,yarn.lock
483,ember-animation/ember-animated,jquery,7fb859dd8b93295afe43d79439c7f279967a2dc7,,3.5.1,3.5.1,3.5.1,3.5.0,3.4.1,2020-07-28 11:41:11-04:00,2020-05-04T22:50:08.819Z,2020-05-04T22:50:08.819Z,2020-04-30T12:27:22Z,211,yarn.lock
484,enactjs/enact,lodash,089005179e8c44c05f8c7058202349a0b3e0c308,,4.17.20,4.17.20,4.17.20,4.17.15,4.17.5,2020-12-08 17:23:22+09:00,2020-08-13T16:53:54.152Z,2020-08-13T16:53:54.152Z,2019-11-01T23:42:28Z,2633,package-lock.json
485,enactjs/enact,handlebars,089005179e8c44c05f8c7058202349a0b3e0c308,,4.7.6,4.7.6,4.7.6,4.5.1,4.0.11,2020-12-08 17:23:22+09:00,2020-04-03T17:59:55.566Z,2020-04-03T17:59:55.566Z,2019-11-01T23:42:29Z,2634,package-lock.json
486,enactjs/enact,handlebars,089005179e8c44c05f8c7058202349a0b3e0c308,,4.7.6,4.7.6,4.7.6,4.5.2,4.0.11,2020-12-08 17:23:22+09:00,2020-04-03T17:59:55.566Z,2020-04-03T17:59:55.566Z,2019-11-14T22:50:13Z,2650,package-lock.json
487,enactjs/enact,handlebars,089005179e8c44c05f8c7058202349a0b3e0c308,,4.7.6,4.7.6,4.7.6,4.5.3,4.0.11,2020-12-08 17:23:22+09:00,2020-04-03T17:59:55.566Z,2020-04-03T17:59:55.566Z,2019-12-27T09:34:47Z,2664,package-lock.json
488,enactjs/enact,lodash.template,089005179e8c44c05f8c7058202349a0b3e0c308,,4.5.0,4.5.0,4.5.0,4.5.0,4.4.0,2020-12-08 17:23:22+09:00,2019-07-10T05:08:24.821Z,2019-07-10T05:08:24.821Z,2019-11-01T23:42:29Z,2635,package-lock.json
489,enketo/enketo-core,jquery,6991f273981013255d0ee364841f9f978244cc7a,^3.4.1,3.4.1,3.4.1,3.4.1,3.4.0,3.3.1,2019-09-11 16:57:38-06:00,2019-05-01T21:19:38.408Z,2019-05-01T21:19:38.408Z,2019-08-02T17:16:08Z,644,package-lock.json
490,enketo/enketo-core,jquery,6991f273981013255d0ee364841f9f978244cc7a,^3.4.1,3.4.1,3.4.1,3.4.1,3.5.0,3.4.1,2019-09-11 16:57:38-06:00,2019-05-01T21:19:38.408Z,2019-05-01T21:19:38.408Z,2020-04-29T23:13:31Z,711,package-lock.json
491,enketo/enketo-core,jquery,5b6bccbec5cf126cd6dc8dcd7786e3f87bbac5be,^3.5.1,3.5.1,3.5.1,3.5.1,3.4.0,3.3.1,2020-05-05 11:34:16-06:00,2020-05-04T22:50:08.819Z,2020-05-04T22:50:08.819Z,2019-08-02T17:16:08Z,644,package-lock.json
492,enketo/enketo-core,jquery,5b6bccbec5cf126cd6dc8dcd7786e3f87bbac5be,^3.5.1,3.5.1,3.5.1,3.5.1,3.5.0,3.4.1,2020-05-05 11:34:16-06:00,2020-05-04T22:50:08.819Z,2020-05-04T22:50:08.819Z,2020-04-29T23:13:31Z,711,package-lock.json
493,ensdomains/ens-app,handlebars,57291367e134af75de088e18fbb3c7390cc10519,,,4.7.6,4.7.6,4.5.3,4.1.2,2020-11-10 15:06:22+00:00,2020-04-03T17:59:55.566Z,2020-04-03T17:59:55.566Z,2019-12-28T05:47:31Z,546,yarn.lock
494,ensdomains/ens-app,handlebars,57291367e134af75de088e18fbb3c7390cc10519,,,4.7.6,4.7.6,4.7.3,4.1.2,2020-11-10 15:06:22+00:00,2020-04-03T17:59:55.566Z,2020-04-03T17:59:55.566Z,2020-03-12T04:17:55Z,620,yarn.lock
495,ensdomains/ens-app,handlebars,57291367e134af75de088e18fbb3c7390cc10519,,,4.7.6,4.7.6,4.7.4,4.1.2,2020-11-10 15:06:22+00:00,2020-04-03T17:59:55.566Z,2020-04-03T17:59:55.566Z,2020-04-02T10:26:56Z,666,yarn.lock
496,ensdomains/ens-app,handlebars,57291367e134af75de088e18fbb3c7390cc10519,,,4.7.6,4.7.6,4.7.6,4.1.2,2020-11-10 15:06:22+00:00,2020-04-03T17:59:55.566Z,2020-04-03T17:59:55.566Z,2020-04-29T10:44:47Z,691,yarn.lock
497,ensdomains/ens-app,@ensdomains/ens,6093645af8bc325f9b3fe01a4803c6a8fba136e9,^0.4.0,0.3.11,0.4.0,0.4.0,0.4.0,0.3.11,2020-01-30 09:23:04+00:00,2020-01-30T01:30:38.527Z,2020-01-30T01:30:38.527Z,2020-01-30T23:55:55Z,553,yarn.lock
498,entrylabs/entry-hw,acorn,9d3b5fe08f4da26f5b5c5126d01dce2a89c1f5a5,,5.7.4,7.1.1,7.1.1,5.7.4,5.7.3,2020-03-16 12:08:43+09:00,2020-03-01T12:39:27.836Z,2020-03-01T12:39:27.836Z,2020-03-13T23:35:20Z,307,yarn.lock
499,entrylabs/entry-tool,handlebars,2cfb74888591c68bf68f2807ace4d525b1720c4e,,,4.7.6,4.7.6,4.5.3,4.1.0,2020-05-28 12:01:24+09:00,2020-04-03T17:59:55.566Z,2020-04-03T17:59:55.566Z,2019-12-28T00:05:31Z,112,package-lock.json
500,entrylabs/entry-tool,handlebars,2cfb74888591c68bf68f2807ace4d525b1720c4e,,,4.7.6,4.7.6,4.7.3,4.1.0,2020-05-28 12:01:24+09:00,2020-04-03T17:59:55.566Z,2020-04-03T17:59:55.566Z,2020-02-14T02:48:15Z,134,package-lock.json
501,entrylabs/entryjs,handlebars,056539fdbd9aa24e703e8b2fc86e74162a5104e0,,,4.7.2,4.7.2,4.5.3,4.2.0,2020-01-16 16:04:54+09:00,2020-01-13T20:53:39.828Z,2020-01-13T20:53:39.828Z,2019-12-28T00:04:47Z,1561,package-lock.json
502,entrylabs/entryjs,handlebars,056539fdbd9aa24e703e8b2fc86e74162a5104e0,,,4.7.2,4.7.2,4.6.0,4.2.0,2020-01-16 16:04:54+09:00,2020-01-13T20:53:39.828Z,2020-01-13T20:53:39.828Z,2020-01-10T09:28:09Z,1578,package-lock.json
503,entrylabs/entryjs,handlebars,056539fdbd9aa24e703e8b2fc86e74162a5104e0,,,4.7.2,4.7.2,4.7.3,4.2.0,2020-01-16 16:04:54+09:00,2020-01-13T20:53:39.828Z,2020-01-13T20:53:39.828Z,2020-02-14T02:46:31Z,1645,package-lock.json
504,eslint/website,eslint-utils,213a14720cf0f876a2444528369b1fb8cf2d5f53,,1.4.3,1.4.3,1.4.3,1.4.3,1.3.1,2019-11-03 02:02:05-05:00,2019-10-20T12:52:13.144Z,2019-10-20T12:52:13.144Z,2019-11-01T21:37:44Z,643,package-lock.json
505,evaera/RoVer,lodash,8871b2e5c541322cb490e7bd525bcd63521a34a5,,4.17.14,4.17.14,4.17.14,4.17.14,4.17.4,2019-07-18 17:56:21-04:00,2019-07-10T15:44:39.173Z,2019-07-10T15:44:39.173Z,2019-07-13T00:07:34Z,204,package-lock.json
506,facebook/fbt,npm,8b2df6a32fc0943fb66c005208947ebc2bb9d4d6,,,6.13.6,6.13.6,6.13.4,6.5.0,2020-01-21 16:40:01-08:00,2020-01-09T23:00:44.564Z,2020-01-09T23:00:44.564Z,2019-12-13T18:27:21Z,117,yarn.lock
507,facebook/fbt,npm,8b2df6a32fc0943fb66c005208947ebc2bb9d4d6,,,6.13.6,6.13.6,6.13.4,6.5.0,2020-01-21 16:40:01-08:00,2020-01-09T23:00:44.564Z,2020-01-09T23:00:44.564Z,2019-12-13T19:57:19Z,118,yarn.lock
508,facebook/metro,js-yaml,fcd01483f505ded1c7a671267a5efb09bf8ecb6b,,3.13.1,3.13.1,3.13.1,3.13.1,3.12.1,2020-03-23 06:08:17-07:00,2019-04-05T16:15:22.531Z,2019-04-05T16:15:22.531Z,2019-10-29T18:55:28Z,471,yarn.lock
509,facebook/metro,sshpk,fcd01483f505ded1c7a671267a5efb09bf8ecb6b,,1.16.1,1.16.1,1.16.1,1.16.1,1.10.1,2020-03-23 06:08:17-07:00,2019-01-23T21:34:23.894Z,2019-01-23T21:34:23.894Z,2019-10-29T18:55:28Z,472,yarn.lock
510,facebook/metro,nwmatcher,fcd01483f505ded1c7a671267a5efb09bf8ecb6b,,,1.4.4,1.4.4,1.4.4,1.4.3,2020-03-23 06:08:17-07:00,2018-03-17T00:24:13.547Z,2018-03-17T00:24:13.547Z,2019-10-29T18:55:30Z,473,yarn.lock
511,facebook/metro,eslint-utils,fcd01483f505ded1c7a671267a5efb09bf8ecb6b,,1.4.3,2.0.0,2.0.0,1.4.3,1.3.1,2020-03-23 06:08:17-07:00,2019-12-26T09:03:45.070Z,2019-12-26T09:03:45.070Z,2019-10-29T18:55:30Z,474,yarn.lock
512,facebook/metro,handlebars,fcd01483f505ded1c7a671267a5efb09bf8ecb6b,,4.7.3,4.7.3,4.7.3,4.5.1,4.0.11,2020-03-23 06:08:17-07:00,2020-02-05T05:11:05.763Z,2020-02-05T05:11:05.763Z,2019-10-29T18:55:31Z,475,yarn.lock
513,facebook/metro,handlebars,fcd01483f505ded1c7a671267a5efb09bf8ecb6b,,4.7.3,4.7.3,4.7.3,4.5.3,4.0.11,2020-03-23 06:08:17-07:00,2020-02-05T05:11:05.763Z,2020-02-05T05:11:05.763Z,2019-12-27T02:05:42Z,501,yarn.lock
514,facebook/metro,mixin-deep,fcd01483f505ded1c7a671267a5efb09bf8ecb6b,,1.3.2,2.0.1,2.0.1,1.3.2,1.2.0,2020-03-23 06:08:17-07:00,2019-06-19T17:47:14.541Z,2019-06-19T17:47:14.541Z,2019-10-29T18:55:32Z,476,yarn.lock
515,facebook/metro,lodash,fcd01483f505ded1c7a671267a5efb09bf8ecb6b,,4.17.15,4.17.15,4.17.15,4.17.15,4.17.11,2020-03-23 06:08:17-07:00,2019-07-19T02:28:46.584Z,2019-07-19T02:28:46.584Z,2019-10-29T18:55:33Z,477,yarn.lock
516,facebook/metro,lodash.template,fcd01483f505ded1c7a671267a5efb09bf8ecb6b,,4.5.0,4.5.0,4.5.0,4.5.0,4.4.0,2020-03-23 06:08:17-07:00,2019-07-10T05:08:24.821Z,2019-07-10T05:08:24.821Z,2019-10-29T18:55:33Z,478,yarn.lock
517,facebook/metro,codecov,c6926a9b259c233ab59e9cd63d528248f74eb610,^3.6.5,3.6.5,4.0.0-0,4.0.0-0,3.6.5,2.3.1,2020-03-27 06:26:18-07:00,2017-12-05T13:42:57.631Z,2017-12-05T13:42:57.631Z,2020-02-19T18:27:06Z,520,yarn.lock
518,facebook/metro,acorn,fcd01483f505ded1c7a671267a5efb09bf8ecb6b,^5.1.2,5.7.4,7.1.1,7.1.1,5.7.4,5.7.1,2020-03-23 06:08:17-07:00,2020-03-01T12:39:27.836Z,2020-03-01T12:39:27.836Z,2020-03-18T19:29:05Z,534,yarn.lock
519,facebook/relay,acorn,99765fbc7b1de14c335bf1435b7f8aa8d6952b28,,5.7.4,7.1.1,7.1.1,5.7.4,5.7.3,2020-04-24 07:25:26-07:00,2020-03-01T12:39:27.836Z,2020-03-01T12:39:27.836Z,2020-03-14T02:16:37Z,3048,yarn.lock
520,fenneclab/hugo-bin,lodash,8a8f1b9639b1b31f8841b059b3ca24181805917b,,4.17.14,4.17.14,4.17.14,4.17.14,4.17.11,2019-07-14 21:16:44+03:00,2019-07-10T15:44:39.173Z,2019-07-10T15:44:39.173Z,2019-07-11T05:54:33Z,96,package-lock.json
