repository,package,ghsa,fix_commit,dep_file_fix_version,lock_file_fix_version,latest_version,latest_stable_version,pr_version,vulnerable_version,fix_date,latest_version_date,latest_stable_version_date,pr_date,pr_number,lock_file_type
Kloudless/file-picker,lodash.mergewith,GHSA-jf85-cpcp-j695,3c3bbcd0258be7c8f2159acd3ab84b0bed9c8754,,,4.6.1,4.6.1,4.6.2,4.6.1,2019-07-08 22:27:49+08:00,2018-02-04T04:08:07.054Z,2018-02-04T04:08:07.054Z,2019-07-17T20:20:18Z,84,package-lock.json
Kommunicate-io/Kommunicate-Web-SDK,minimist,GHSA-vh95-rmgr-6w4m,310e565166bb95f922b3722a1dd0d0f75fc9a758,1.2.5,,1.2.5,1.2.5,1.2.5,1.2.0,2020-05-08 00:41:49+05:30,2020-03-12T22:16:19.463Z,2020-03-12T22:16:19.463Z,2020-04-06T16:13:11Z,449,
Kong/insomnia,handlebars,GHSA-w457-6q6x-cgp9,c6a7c4d68272b3c4f3d78d4dc9031ae8e49b3f7a,,4.7.6,4.7.6,4.7.6,4.5.3,4.1.2,2020-04-26 13:33:39-07:00,2020-04-03T17:59:55.566Z,2020-04-03T17:59:55.566Z,2019-12-26T18:25:35Z,1868,package-lock.json
LedgerHQ/ledgerjs,eslint-utils,GHSA-3gx7-xhv7-5mx3,365a9620b2a0e20478ff731cc7ba48c395f5031e,,1.4.3,1.4.3,1.4.3,1.4.3,1.3.1,2019-12-17 16:29:49+01:00,2019-10-20T12:52:13.144Z,2019-10-20T12:52:13.144Z,2019-10-23T12:06:57Z,415,yarn.lock
LedgerHQ/ledgerjs,mixin-deep,GHSA-fhjf-83wg-r2j9,365a9620b2a0e20478ff731cc7ba48c395f5031e,,1.3.2,2.0.1,2.0.1,1.3.2,1.3.1,2019-12-17 16:29:49+01:00,2019-06-19T17:47:14.541Z,2019-06-19T17:47:14.541Z,2019-10-23T12:07:16Z,416,yarn.lock
LeedsJS/website,handlebars,GHSA-w457-6q6x-cgp9,f0e33dc7b26a2df8992c35925b906d4103e7d19,,4.5.3,4.5.3,4.5.3,4.5.3,4.1.2,2020-01-05 16:59:21+00:00,2019-11-18T07:11:39.454Z,2019-11-18T07:11:39.454Z,2019-12-28T02:25:41Z,14,package-lock.json
ManageIQ/manageiq-v2v,lodash.merge,GHSA-jf85-cpcp-j695,5a9ab9484897bae544732396eb0b4510a875d04e,,,4.6.2,4.6.2,4.6.2,4.6.1,2019-12-12 11:22:28-05:00,2019-07-10T00:19:41.667Z,2019-07-10T00:19:41.667Z,2019-10-31T20:05:58Z,1061,
ManageIQ/manageiq-v2v,merge,GHSA-f9cm-qmx5-m98h,5a9ab9484897bae544732396eb0b4510a875d04e,,,1.2.1,1.2.1,1.2.1,1.2.0,2019-12-12 11:22:28-05:00,2018-10-27T17:35:18.430Z,2018-10-27T17:35:18.430Z,2019-10-31T20:06:01Z,1062,
ManageIQ/manageiq-v2v,bootstrap-sass,GHSA-wh77-3x4m-4q9g,5a9ab9484897bae544732396eb0b4510a875d04e,,,3.4.1,3.4.1,3.4.1,3.3.7,2019-12-12 11:22:28-05:00,2019-02-13T19:00:53.692Z,2019-02-13T19:00:53.692Z,2019-10-31T20:06:03Z,1063,
ManageIQ/manageiq-v2v,mixin-deep,GHSA-fhjf-83wg-r2j9,5a9ab9484897bae544732396eb0b4510a875d04e,,,2.0.1,2.0.1,1.3.2,1.3.1,2019-12-12 11:22:28-05:00,2019-06-19T17:47:14.541Z,2019-06-19T17:47:14.541Z,2019-10-31T20:06:07Z,1064,
ManageIQ/manageiq-v2v,handlebars,GHSA-q42p-pg8m-cqh6,5a9ab9484897bae544732396eb0b4510a875d04e,,,4.5.3,4.5.3,4.5.1,4.0.11,2019-12-12 11:22:28-05:00,2019-11-18T07:11:39.454Z,2019-11-18T07:11:39.454Z,2019-10-31T20:06:09Z,1065,
MoTrPAC/motrpac-frontend,auth0-js,GHSA-prfq-f66g-43mp,92276b98bd57541bc2126ca33435dd3bf1d980c1,^9.13.2,,9.13.2,9.13.2,9.13.2,9.12.2,2020-04-22 10:31:53-07:00,2020-04-09T08:47:41.888Z,2020-04-09T08:47:41.888Z,2020-04-10T18:46:47Z,63,
MoTrPAC/motrpac-frontend,jquery,GHSA-jpcq-cgw6-v4j6,334185f5b24a680419feee757e9162c4662e36e8,^3.5.1,,3.5.1,3.5.1,3.5.0,3.4.1,2020-05-05 13:02:46-07:00,2020-05-04T22:50:08.819Z,2020-05-04T22:50:08.819Z,2020-04-30T00:55:35Z,65,
MoTrPAC/motrpac-frontend,jquery,GHSA-gxr4-xjj5-5px2,334185f5b24a680419feee757e9162c4662e36e8,^3.5.1,,3.5.1,3.5.1,3.5.0,3.4.1,2020-05-05 13:02:46-07:00,2020-05-04T22:50:08.819Z,2020-05-04T22:50:08.819Z,2020-04-30T00:55:35Z,65,
Modernizr/Modernizr,lodash,GHSA-jf85-cpcp-j695,569b6824bebed3eb6cec50eb42434a05f147d3c9,^4.17.14,4.17.14,4.17.14,4.17.14,4.17.13,4.17.11,2019-07-12 21:33:10+02:00,2019-07-10T15:44:39.173Z,2019-07-10T15:44:39.173Z,2019-07-11T18:38:38Z,2461,package-lock.json
Modernizr/Modernizr,eslint-utils,GHSA-3gx7-xhv7-5mx3,d9acf39e1e7b38f52720f1f69dd48e79863e3034,,,2.0.0,2.0.0,1.4.3,1.3.1,2020-03-19 06:27:12+01:00,2019-12-26T09:03:45.070Z,2019-12-26T09:03:45.070Z,2020-02-04T13:09:12Z,2497,package-lock.json
MyEtherWallet/ethereum-lists,lodash,GHSA-4xc9-xhrj-v574,a6e5953a86454cb3f524a037f43e19c4e0f3f20e,,,4.17.15,4.17.15,4.17.15,4.17.10,2020-04-10 11:10:49-07:00,2019-07-19T02:28:46.584Z,2019-07-19T02:28:46.584Z,2019-11-01T22:42:25Z,1302,package-lock.json
MyEtherWallet/ethereum-lists,lodash,GHSA-x5rq-j2xg-h7qm,a6e5953a86454cb3f524a037f43e19c4e0f3f20e,,,4.17.15,4.17.15,4.17.15,4.17.10,2020-04-10 11:10:49-07:00,2019-07-19T02:28:46.584Z,2019-07-19T02:28:46.584Z,2019-11-01T22:42:25Z,1302,package-lock.json
MyEtherWallet/ethereum-lists,lodash,GHSA-jf85-cpcp-j695,a6e5953a86454cb3f524a037f43e19c4e0f3f20e,,,4.17.15,4.17.15,4.17.15,4.17.10,2020-04-10 11:10:49-07:00,2019-07-19T02:28:46.584Z,2019-07-19T02:28:46.584Z,2019-11-01T22:42:25Z,1302,package-lock.json
MyEtherWallet/ethereum-lists,fstream,GHSA-xf7w-r453-m56c,a6e5953a86454cb3f524a037f43e19c4e0f3f20e,,,1.0.12,1.0.12,1.0.12,1.0.11,2020-04-10 11:10:49-07:00,2019-05-15T00:38:18.821Z,2019-05-15T00:38:18.821Z,2019-11-20T01:16:51Z,1316,package-lock.json
MyEtherWallet/ethereum-lists,tar,GHSA-j44m-qm6p-hp7m,a6e5953a86454cb3f524a037f43e19c4e0f3f20e,,4.4.13,6.0.1,6.0.1,2.2.2,2.2.1,2020-04-10 11:10:49-07:00,2020-01-29T04:37:54.305Z,2020-01-29T04:37:54.305Z,2019-11-20T01:16:53Z,1317,package-lock.json
Neko250/rlspain,mixin-deep,GHSA-fhjf-83wg-r2j9,08b8fdf5d07e3fd8ac07e3ff4ffda4e25ba22ab1,,1.3.2,2.0.1,2.0.1,1.3.2,1.3.1,2020-12-14 01:28:06+01:00,2019-06-19T17:47:14.541Z,2019-06-19T17:47:14.541Z,2019-11-01T13:49:28Z,20,yarn.lock
Nodics/nodics,acorn,GHSA-6chw-6frg-f759,824acbd7b23d417b5e40bbc6915f900fda660651,,,7.1.0,7.1.0,6.4.1,6.1.1,2019-11-26 23:29:54+04:00,2019-09-24T06:34:22.464Z,2019-09-24T06:34:22.464Z,2020-03-13T21:52:51Z,12,package-lock.json
NorthwoodsSoftware/GoJS,lodash,GHSA-jf85-cpcp-j695,0b21e45fecdafbe02f4b7c78958941ca3618f703,,,4.17.15,4.17.15,4.17.15,4.17.11,2019-08-20 15:51:27-04:00,2019-07-19T02:28:46.584Z,2019-07-19T02:28:46.584Z,2019-08-20T17:53:17Z,83,
ONRR/doi-extractives-data,acorn,GHSA-6chw-6frg-f759,916fb2efa31f5812b578dc80fd0f9000ed6b4a35,,7.1.1,7.1.1,7.1.1,6.4.1,6.4.0,2020-04-06 11:26:30-04:00,2020-03-01T12:39:27.836Z,2020-03-01T12:39:27.836Z,2020-03-14T01:35:44Z,4992,package-lock.json
OpenKnowledgeMaps/Headstart,lodash,GHSA-4xc9-xhrj-v574,f5ac151facd8cc31f5781ac1032a5bc7cb4c29a6,,4.17.15,4.17.15,4.17.15,4.17.15,4.17.10,2019-09-15 19:50:10+01:00,2019-07-19T02:28:46.584Z,2019-07-19T02:28:46.584Z,2019-10-22T00:20:01Z,379,package-lock.json
OpenKnowledgeMaps/Headstart,lodash,GHSA-x5rq-j2xg-h7qm,f5ac151facd8cc31f5781ac1032a5bc7cb4c29a6,,4.17.15,4.17.15,4.17.15,4.17.15,4.17.10,2019-09-15 19:50:10+01:00,2019-07-19T02:28:46.584Z,2019-07-19T02:28:46.584Z,2019-10-22T00:20:01Z,379,package-lock.json
OpenKnowledgeMaps/Headstart,lodash,GHSA-jf85-cpcp-j695,f5ac151facd8cc31f5781ac1032a5bc7cb4c29a6,,4.17.15,4.17.15,4.17.15,4.17.15,4.17.10,2019-09-15 19:50:10+01:00,2019-07-19T02:28:46.584Z,2019-07-19T02:28:46.584Z,2019-10-22T00:20:01Z,379,package-lock.json
OpenKnowledgeMaps/Headstart,bootstrap-sass,GHSA-wh77-3x4m-4q9g,63fc473d7fcea7c781be6feea0016b7058aa79ae,^3.4.1,3.4.1,3.4.1,3.4.1,3.4.1,3.3.7,2019-09-15 20:07:09+01:00,2019-02-13T19:00:53.692Z,2019-02-13T19:00:53.692Z,2019-10-31T16:07:24Z,381,package-lock.json
OpenKnowledgeMaps/Headstart,tar,GHSA-j44m-qm6p-hp7m,f5ac151facd8cc31f5781ac1032a5bc7cb4c29a6,,2.2.2,4.4.10,4.4.10,2.2.2,2.2.1,2019-09-15 19:50:10+01:00,2019-06-04T19:55:16.494Z,2019-06-04T19:55:16.494Z,2019-10-31T16:07:31Z,382,package-lock.json
OpenKnowledgeMaps/Headstart,jquery,GHSA-wv67-q8rr-grjp,5028665a31840def44c9d55bae05e37c4c612993,^3.4.1,3.4.1,3.4.1,3.4.1,3.4.0,2.2.4,2019-09-15 20:46:09+01:00,2019-05-01T21:19:38.408Z,2019-05-01T21:19:38.408Z,2019-10-31T16:07:36Z,383,package-lock.json
OpenKnowledgeMaps/Headstart,jquery,GHSA-wv67-q8rr-grjp,5028665a31840def44c9d55bae05e37c4c612993,^3.4.1,3.4.1,3.4.1,3.4.1,3.5.0,3.4.1,2019-09-15 20:46:09+01:00,2019-05-01T21:19:38.408Z,2019-05-01T21:19:38.408Z,2020-04-29T23:11:20Z,429,package-lock.json
OpenKnowledgeMaps/Headstart,jquery,GHSA-rmxg-73gg-4p98,5028665a31840def44c9d55bae05e37c4c612993,^3.4.1,3.4.1,3.4.1,3.4.1,3.4.0,2.2.4,2019-09-15 20:46:09+01:00,2019-05-01T21:19:38.408Z,2019-05-01T21:19:38.408Z,2019-10-31T16:07:36Z,383,package-lock.json
OpenKnowledgeMaps/Headstart,jquery,GHSA-rmxg-73gg-4p98,5028665a31840def44c9d55bae05e37c4c612993,^3.4.1,3.4.1,3.4.1,3.4.1,3.5.0,3.4.1,2019-09-15 20:46:09+01:00,2019-05-01T21:19:38.408Z,2019-05-01T21:19:38.408Z,2020-04-29T23:11:20Z,429,package-lock.json
OpenKnowledgeMaps/Headstart,jquery,GHSA-6c3j-c64m-qhgq,5028665a31840def44c9d55bae05e37c4c612993,^3.4.1,3.4.1,3.4.1,3.4.1,3.4.0,2.2.4,2019-09-15 20:46:09+01:00,2019-05-01T21:19:38.408Z,2019-05-01T21:19:38.408Z,2019-10-31T16:07:36Z,383,package-lock.json
OpenKnowledgeMaps/Headstart,jquery,GHSA-6c3j-c64m-qhgq,5028665a31840def44c9d55bae05e37c4c612993,^3.4.1,3.4.1,3.4.1,3.4.1,3.5.0,3.4.1,2019-09-15 20:46:09+01:00,2019-05-01T21:19:38.408Z,2019-05-01T21:19:38.408Z,2020-04-29T23:11:20Z,429,package-lock.json
OpenKnowledgeMaps/Headstart,jquery,GHSA-mhpp-875w-9cpv,5028665a31840def44c9d55bae05e37c4c612993,^3.4.1,3.4.1,3.4.1,3.4.1,3.4.0,2.2.4,2019-09-15 20:46:09+01:00,2019-05-01T21:19:38.408Z,2019-05-01T21:19:38.408Z,2019-10-31T16:07:36Z,383,package-lock.json
OpenKnowledgeMaps/Headstart,jquery,GHSA-mhpp-875w-9cpv,5028665a31840def44c9d55bae05e37c4c612993,^3.4.1,3.4.1,3.4.1,3.4.1,3.5.0,3.4.1,2019-09-15 20:46:09+01:00,2019-05-01T21:19:38.408Z,2019-05-01T21:19:38.408Z,2020-04-29T23:11:20Z,429,package-lock.json
OpenKnowledgeMaps/Headstart,webpack-dev-server,GHSA-cf66-xwfp-gvc4,5028665a31840def44c9d55bae05e37c4c612993,^3.8.0,3.8.0,3.8.0,3.8.0,3.1.11,1.16.5,2019-09-15 20:46:09+01:00,2019-08-09T17:12:17.117Z,2019-08-09T17:12:17.117Z,2019-10-31T16:07:36Z,384,package-lock.json
OpenKnowledgeMaps/Headstart,handlebars,GHSA-q42p-pg8m-cqh6,f5ac151facd8cc31f5781ac1032a5bc7cb4c29a6,^4.2.0,4.2.0,4.2.0,4.2.0,4.1.2,4.0.11,2019-09-15 19:50:10+01:00,2019-09-03T19:58:46.734Z,2019-09-03T19:58:46.734Z,2019-10-31T16:07:37Z,385,package-lock.json
OpenKnowledgeMaps/Headstart,handlebars,GHSA-q42p-pg8m-cqh6,f5ac151facd8cc31f5781ac1032a5bc7cb4c29a6,^4.2.0,4.2.0,4.2.0,4.2.0,4.3.0,4.0.11,2019-09-15 19:50:10+01:00,2019-09-03T19:58:46.734Z,2019-09-03T19:58:46.734Z,2019-12-26T21:28:10Z,397,package-lock.json
OpenKnowledgeMaps/Headstart,fstream,GHSA-xf7w-r453-m56c,f5ac151facd8cc31f5781ac1032a5bc7cb4c29a6,,1.0.12,1.0.12,1.0.12,1.0.12,1.0.11,2019-09-15 19:50:10+01:00,2019-05-15T00:38:18.821Z,2019-05-15T00:38:18.821Z,2019-10-31T16:07:42Z,386,package-lock.json
OpenKnowledgeMaps/Headstart,handlebars,GHSA-w457-6q6x-cgp9,6243a280d7b76c5852a627b473059569f91990f5,^4.5.1,4.5.1,4.5.1,4.5.1,4.1.2,4.0.11,2019-11-12 17:04:22+00:00,2019-10-29T04:42:50.350Z,2019-10-29T04:42:50.350Z,2019-10-31T16:07:37Z,385,package-lock.json
OpenKnowledgeMaps/Headstart,handlebars,GHSA-w457-6q6x-cgp9,6243a280d7b76c5852a627b473059569f91990f5,^4.5.1,4.5.1,4.5.1,4.5.1,4.3.0,4.0.11,2019-11-12 17:04:22+00:00,2019-10-29T04:42:50.350Z,2019-10-29T04:42:50.350Z,2019-12-26T21:28:10Z,397,package-lock.json
OpenKnowledgeMaps/Headstart,bootstrap,GHSA-4p24-vmcr-4gqj,f6ba2f7c7acacb72500d81ea56a10747f219082c,3.4.1,3.4.1,5.0.0-alpha2,4.5.2,3.4.1,3.3.7,2020-10-06 15:35:01+02:00,2020-09-29T15:45:39.074Z,2020-08-06T16:27:20.920Z,2020-01-30T19:39:39Z,401,package-lock.json
OpenKnowledgeMaps/Headstart,bootstrap,GHSA-pj7m-g53m-7638,f6ba2f7c7acacb72500d81ea56a10747f219082c,3.4.1,3.4.1,5.0.0-alpha2,4.5.2,3.4.1,3.3.7,2020-10-06 15:35:01+02:00,2020-09-29T15:45:39.074Z,2020-08-06T16:27:20.920Z,2020-01-30T19:39:39Z,401,package-lock.json
OpenKnowledgeMaps/Headstart,bootstrap,GHSA-wh77-3x4m-4q9g,f6ba2f7c7acacb72500d81ea56a10747f219082c,3.4.1,3.4.1,5.0.0-alpha2,4.5.2,3.4.1,3.3.7,2020-10-06 15:35:01+02:00,2020-09-29T15:45:39.074Z,2020-08-06T16:27:20.920Z,2020-01-30T19:39:39Z,401,package-lock.json
OpenKnowledgeMaps/Headstart,acorn,GHSA-6chw-6frg-f759,f6ba2f7c7acacb72500d81ea56a10747f219082c,,7.4.1,8.0.4,8.0.4,6.4.1,6.4.0,2020-10-06 15:35:01+02:00,2020-10-05T06:18:32.011Z,2020-10-05T06:18:32.011Z,2020-03-13T21:29:57Z,413,package-lock.json
OpenKnowledgeMaps/Headstart,jquery,GHSA-jpcq-cgw6-v4j6,638381602150a41ea4caf20e53910f019df4bc40,^3.5.1,3.5.1,3.5.1,3.5.1,3.4.0,2.2.4,2020-06-25 12:02:56+02:00,2020-05-04T22:50:08.819Z,2020-05-04T22:50:08.819Z,2019-10-31T16:07:36Z,383,package-lock.json
OpenKnowledgeMaps/Headstart,jquery,GHSA-jpcq-cgw6-v4j6,638381602150a41ea4caf20e53910f019df4bc40,^3.5.1,3.5.1,3.5.1,3.5.1,3.5.0,3.4.1,2020-06-25 12:02:56+02:00,2020-05-04T22:50:08.819Z,2020-05-04T22:50:08.819Z,2020-04-29T23:11:20Z,429,package-lock.json
OpenKnowledgeMaps/Headstart,jquery,GHSA-gxr4-xjj5-5px2,638381602150a41ea4caf20e53910f019df4bc40,^3.5.1,3.5.1,3.5.1,3.5.1,3.4.0,2.2.4,2020-06-25 12:02:56+02:00,2020-05-04T22:50:08.819Z,2020-05-04T22:50:08.819Z,2019-10-31T16:07:36Z,383,package-lock.json
OpenKnowledgeMaps/Headstart,jquery,GHSA-gxr4-xjj5-5px2,638381602150a41ea4caf20e53910f019df4bc40,^3.5.1,3.5.1,3.5.1,3.5.1,3.5.0,3.4.1,2020-06-25 12:02:56+02:00,2020-05-04T22:50:08.819Z,2020-05-04T22:50:08.819Z,2020-04-29T23:11:20Z,429,package-lock.json
OpenNeuroOrg/openneuro,codecov,GHSA-5q88-cjfq-g2mh,4521dffd47e2873084ba962eb031935870105311,^3.0.0,3.6.5,4.0.0-0,4.0.0-0,3.6.5,2.3.1,2020-02-20 15:14:08-08:00,2017-12-05T13:42:57.631Z,2017-12-05T13:42:57.631Z,2020-02-19T18:48:35Z,1546,yarn.lock
OpenUserJS/OpenUserJS.org,jquery,GHSA-jpcq-cgw6-v4j6,f645d88b8249c48c616d3d3525075767da7bf3de,3.5.1,,3.5.1,3.5.1,3.5.0,3.4.1,2020-05-15 13:25:01-06:00,2020-05-04T22:50:08.819Z,2020-05-04T22:50:08.819Z,2020-04-29T22:53:31Z,1719,
OpenUserJS/OpenUserJS.org,jquery,GHSA-gxr4-xjj5-5px2,f645d88b8249c48c616d3d3525075767da7bf3de,3.5.1,,3.5.1,3.5.1,3.5.0,3.4.1,2020-05-15 13:25:01-06:00,2020-05-04T22:50:08.819Z,2020-05-04T22:50:08.819Z,2020-04-29T22:53:31Z,1719,
Opentrons/opentrons,codecov,GHSA-5q88-cjfq-g2mh,ab146c8c7e69145905680900d5db66f078b847bb,,,4.0.0-0,4.0.0-0,3.6.5,3.1.0,2021-02-12 12:33:21-05:00,2017-12-05T13:42:57.631Z,2017-12-05T13:42:57.631Z,2020-02-19T18:07:07Z,5026,yarn.lock
Optum/mockiato,https-proxy-agent,GHSA-pc5p-h8pf-mvwp,bc6650af2bcf62ac7298327d8cfded4a5d6e68a9,,2.2.4,5.0.0,5.0.0,2.2.4,2.2.2,2020-04-20 17:13:48+05:30,2020-02-07T20:15:18.381Z,2020-02-07T20:15:18.381Z,2020-04-16T12:10:50Z,607,package-lock.json
OrangeXC/gank,codecov,GHSA-5q88-cjfq-g2mh,9800cfc30d2baacc3870f3eb344bb27812592200,^3.6.5,3.6.5,4.0.0-0,4.0.0-0,3.6.5,3.6.1,2020-03-01 15:15:59+08:00,2017-12-05T13:42:57.631Z,2017-12-05T13:42:57.631Z,2020-02-19T18:42:45Z,299,yarn.lock
Paturages/chorus,acorn,GHSA-6chw-6frg-f759,a11d98cec8011909cebf3ed58dd5f3518b551605,,6.4.1,7.2.0,7.2.0,6.4.1,6.1.1,2020-06-04 10:36:12+02:00,2020-05-09T07:04:41.348Z,2020-05-09T07:04:41.348Z,2020-03-13T23:11:34Z,300,package-lock.json
Paturages/chorus,https-proxy-agent,GHSA-pc5p-h8pf-mvwp,a11d98cec8011909cebf3ed58dd5f3518b551605,,2.2.4,5.0.0,5.0.0,2.2.4,2.2.1,2020-06-04 10:36:12+02:00,2020-02-07T20:15:18.381Z,2020-02-07T20:15:18.381Z,2020-04-16T15:07:02Z,302,package-lock.json
Pelican-Elegant/elegant,lodash,GHSA-jf85-cpcp-j695,33d476538671e822d4da697aa2b97cc31be0721f,,4.17.14,4.17.14,4.17.14,4.17.14,4.17.11,2019-07-14 20:46:02+05:00,2019-07-10T15:44:39.173Z,2019-07-10T15:44:39.173Z,2019-07-14T21:57:33Z,444,yarn.lock
Photosynq/PhotosynQ-Documentation,minimist,GHSA-vh95-rmgr-6w4m,ce144a5b47da42151c38720f0867406f9e0725ef,^1.2.5,0.0.8,1.2.5,1.2.5,1.2.2,1.2.0,2020-03-24 09:52:42-04:00,2020-03-12T22:16:19.463Z,2020-03-12T22:16:19.463Z,2020-03-16T18:58:55Z,5,yarn.lock
Photosynq/PhotosynQ-Documentation,minimist,GHSA-vh95-rmgr-6w4m,ce144a5b47da42151c38720f0867406f9e0725ef,^1.2.5,0.0.8,1.2.5,1.2.5,1.2.3,1.2.0,2020-03-24 09:52:42-04:00,2020-03-12T22:16:19.463Z,2020-03-12T22:16:19.463Z,2020-04-05T04:48:16Z,7,yarn.lock
Photosynq/PhotosynQ-Documentation,acorn,GHSA-6chw-6frg-f759,ce144a5b47da42151c38720f0867406f9e0725ef,,6.4.1,7.1.1,7.1.1,6.4.1,6.4.0,2020-03-24 09:52:42-04:00,2020-03-01T12:39:27.836Z,2020-03-01T12:39:27.836Z,2020-04-04T14:17:40Z,6,yarn.lock
Plant-for-the-Planet-org/treecounter-app,webpack-dev-server,GHSA-cf66-xwfp-gvc4,e0e86f4143a71803d72709f94c641611585cdad2,^3.9.0,,3.9.0,3.9.0,3.1.11,2.11.3,2019-11-21 16:39:47+01:00,2019-10-22T16:49:13.407Z,2019-10-22T16:49:13.407Z,2019-06-16T22:06:21Z,916,
ProjectSidewalk/SidewalkWebpage,handlebars,GHSA-w457-6q6x-cgp9,f8e50c683389c38fabf4f16d040900a0ea75bf65,,4.7.3,4.7.3,4.7.3,4.5.3,4.1.2,2020-02-13 15:55:23-08:00,2020-02-05T05:11:05.763Z,2020-02-05T05:11:05.763Z,2019-12-29T17:14:15Z,1985,package-lock.json
ProjectSidewalk/SidewalkWebpage,acorn,GHSA-6chw-6frg-f759,93f66a263b4b5102430145f1e9492e613cf5dc8f,,7.1.1,7.1.1,7.1.1,7.1.1,7.1.0,2020-03-18 17:34:46-07:00,2020-03-01T12:39:27.836Z,2020-03-01T12:39:27.836Z,2020-03-13T22:49:19Z,2041,package-lock.json
RebusFoundation/reader-api,knex,GHSA-58v4-qwx5-7f59,9b03416fc33f27f1c77ffea8d7469f6444920ab4,^0.19.5,0.19.5,0.19.5,0.19.5,0.19.5,0.16.5,2019-10-23 11:26:16-04:00,2019-10-06T21:28:57.194Z,2019-10-06T21:28:57.194Z,2019-10-21T17:34:17Z,365,package-lock.json
RecallGraph/RecallGraph,lodash,GHSA-jf85-cpcp-j695,9f8abc6c34004d0951744d85dc15729b9a12b8af,>=4.17.13,4.17.15,4.17.15,4.17.15,4.17.15,4.17.11,2019-07-23 11:43:02+05:30,2019-07-19T02:28:46.584Z,2019-07-19T02:28:46.584Z,2019-07-23T06:12:59Z,4,package-lock.json
RecallGraph/RecallGraph,acorn,GHSA-6chw-6frg-f759,482cae031158bd77d41380f9d2728c4cde7558e7,,6.4.1,7.1.1,7.1.1,6.4.1,6.4.0,2020-03-11 17:26:17+05:30,2020-03-01T12:39:27.836Z,2020-03-01T12:39:27.836Z,2020-03-14T13:42:05Z,9,package-lock.json
RobinHerbots/Inputmask,mixin-deep,GHSA-fhjf-83wg-r2j9,378a7d171d3b9983b3039d356f4041ee55532194,,1.3.2,2.0.1,2.0.1,1.3.2,1.3.1,2020-07-30 14:17:13+02:00,2019-06-19T17:47:14.541Z,2019-06-19T17:47:14.541Z,2020-04-13T16:21:09Z,2305,package-lock.json
RobinHerbots/Inputmask,acorn,GHSA-6chw-6frg-f759,378a7d171d3b9983b3039d356f4041ee55532194,,7.3.1,7.3.1,7.3.1,6.4.1,6.1.1,2020-07-30 14:17:13+02:00,2020-06-11T10:24:01.388Z,2020-06-11T10:24:01.388Z,2020-04-13T16:21:09Z,2306,package-lock.json
RobinHerbots/Inputmask,lodash,GHSA-jf85-cpcp-j695,378a7d171d3b9983b3039d356f4041ee55532194,^4.17.19,4.17.19,4.17.19,4.17.19,4.17.15,4.17.11,2020-07-30 14:17:13+02:00,2020-07-08T17:14:40.866Z,2020-07-08T17:14:40.866Z,2020-04-13T16:21:12Z,2307,package-lock.json
RobinHerbots/Inputmask,eslint-utils,GHSA-3gx7-xhv7-5mx3,378a7d171d3b9983b3039d356f4041ee55532194,,2.1.0,2.1.0,2.1.0,1.4.3,1.3.1,2020-07-30 14:17:13+02:00,2020-06-15T12:21:01.065Z,2020-06-15T12:21:01.065Z,2020-04-13T16:21:12Z,2308,package-lock.json
SAP/luigi,lodash.defaultsdeep,GHSA-jf85-cpcp-j695,7586ed8f0f1d986be4202cc2abcf0198f6532896,,,4.6.1,4.6.1,4.6.1,4.6.0,2019-07-11 14:15:23+02:00,2019-07-10T00:20:41.139Z,2019-07-10T00:20:41.139Z,2019-07-10T20:42:52Z,644,package-lock.json
SAP/luigi,lodash.template,GHSA-jf85-cpcp-j695,7586ed8f0f1d986be4202cc2abcf0198f6532896,>=4.5.0,4.5.0,4.5.0,4.5.0,4.5.0,4.4.0,2019-07-11 14:15:23+02:00,2019-07-10T05:08:24.821Z,2019-07-10T05:08:24.821Z,2019-07-11T01:40:39Z,645,package-lock.json
SVG-Edit/svgedit,eslint-utils,GHSA-3gx7-xhv7-5mx3,c173ad88ebd66e28b81e309e3f7ed9f17ffbfd9f,,1.4.2,1.4.2,1.4.2,1.4.2,1.3.1,2019-08-26 11:45:10-07:00,2019-08-20T10:29:58.372Z,2019-08-20T10:29:58.372Z,2019-08-26T18:18:30Z,354,package-lock.json
ShelterTechSF/askdarcel-web,handlebars,GHSA-w457-6q6x-cgp9,2bb4dbea45dc63b966a68fb3a916adf9aa5d3aef,,,4.5.3,4.5.3,4.5.3,4.1.2,2020-01-04 14:40:09-08:00,2019-11-18T07:11:39.454Z,2019-11-18T07:11:39.454Z,2019-12-29T22:58:57Z,903,package-lock.json
ShieldBattery/ShieldBattery,js-yaml,GHSA-8j8c-7jfh-h6hx,f709e36f7824acad3a0820b014b76dc211495745,,3.13.1,3.13.1,3.13.1,3.13.1,3.13.0,2020-05-08 19:56:15-07:00,2019-04-05T16:15:22.531Z,2019-04-05T16:15:22.531Z,2019-11-02T15:47:34Z,416,yarn.lock
ShieldBattery/ShieldBattery,js-yaml,GHSA-8j8c-7jfh-h6hx,f709e36f7824acad3a0820b014b76dc211495745,,3.13.1,3.13.1,3.13.1,3.13.1,3.12.1,2020-05-08 19:56:15-07:00,2019-04-05T16:15:22.531Z,2019-04-05T16:15:22.531Z,2019-11-02T15:51:47Z,417,yarn.lock
