ghsa_id,type,severity,published_at,github_reviewed_at,cvss_score,package,vulnerable_version_range,first_patched_version
GHSA-pw2r-vq6v-hr8c,reviewed,medium,2022-02-10 00:00:03,2022-02-11 21:18:00,5.90,follow-redirects,< 1.14.8,1.14.8
GHSA-v6wh-2wvh-c8x5,reviewed,high,2022-02-09 23:15:05,2021-04-13 18:54:01,7.50,djvalidator,<= 1.1.1,
GHSA-8j36-q8x7-pm6q,reviewed,high,2022-02-09 23:14:01,2021-04-13 18:32:03,7.30,systeminformation,< 4.30.2,4.30.2
GHSA-926x-m6m5-3mmp,reviewed,critical,2022-02-09 22:50:01,2021-04-09 21:01:03,9.80,push-dir,<= 0.4.1,
GHSA-hjxc-462x-x77j,reviewed,medium,2022-02-09 22:49:04,2021-04-08 22:21:04,5.90,yarn,< 1.19.0,1.19.0
GHSA-pc58-wgmc-hfjr,reviewed,high,2022-02-09 22:49:01,2021-04-08 21:52:04,7.50,mout,< 1.2.3,1.2.3
GHSA-394c-5j6w-4xmx,reviewed,high,2022-02-09 22:46:05,2021-04-08 21:32:02,7.50,ua-parser-js,< 0.7.23,0.7.23
GHSA-mqgv-67vx-g4m5,reviewed,critical,2022-02-09 22:45:05,2021-04-08 21:12:05,9.80,js-data,< 3.0.10,3.0.10
GHSA-8mfc-v7wv-p62g,reviewed,high,2022-02-09 22:43:04,2021-04-08 20:35:00,7.50,yarn,<= 1.21.1,1.22.0
GHSA-h87q-g2wp-47pj,reviewed,medium,2022-02-09 22:41:02,2021-04-08 20:09:06,,jsrsasign,< 10.2.0,10.2.0
GHSA-332q-7ff2-57h2,reviewed,medium,2022-02-09 22:34:00,2021-04-07 21:18:05,6.30,undefsafe,< 2.0.3,2.0.3
GHSA-j9cf-pr2x-5273,reviewed,medium,2022-02-09 22:33:03,2021-04-07 20:36:02,6.30,dot-object,< 2.1.3,2.1.3
GHSA-j4f2-536g-r55m,reviewed,high,2022-02-09 22:29:00,2021-04-06 22:58:03,7.50,engine.io,< 3.6.0,3.6.0
GHSA-r8f7-9pfq-mjmv,reviewed,medium,2022-02-09 22:22:02,2021-04-06 22:18:04,5.30,node-sass,">= 2.0.0, < 7.0.0",7.0.0
GHSA-5888-ffcr-r425,reviewed,critical,2022-02-09 22:20:05,2022-02-09 22:20:05,9.00,superjson,< 1.8.1,1.8.1
GHSA-5888-ffcr-r425,reviewed,critical,2022-02-09 22:20:05,2022-02-09 22:20:05,9.00,blitz,< 0.45.3,0.45.3
GHSA-mv26-cx23-vrfg,reviewed,medium,2022-02-09 00:00:03,2022-02-09 22:27:01,6.50,@peertube/embed-api,<= 4.0.0,4.1.0-rc.1
GHSA-mmj4-777p-fpq9,reviewed,high,2022-02-07 22:38:04,2022-02-07 22:38:04,8.10,frourio-express,< 0.26.0,0.26.0
GHSA-8xxm-h73r-ghfj,reviewed,high,2022-02-07 22:37:05,2022-02-07 22:37:05,8.10,frourio,< 0.26.0,0.26.0
GHSA-7x7c-qm48-pq9c,reviewed,medium,2022-02-06 00:00:05,2022-02-07 21:57:02,6.10,karma,< 6.3.14,6.3.14
GHSA-88g8-f5mf-f5rj,reviewed,high,2022-02-05 00:00:03,2022-02-11 16:20:00,7.50,@openzeppelin/contracts,< 4.4.1,4.4.1
GHSA-4g77-cvgw-grvw,reviewed,high,2022-02-05 00:00:03,2022-02-07 17:15:04,8.20,putil-merge,< 3.8.0,3.8.0
GHSA-h6pr-c536-6rjg,reviewed,high,2022-02-05 00:00:03,2022-02-07 19:07:02,7.50,object-path-set,< 1.0.2,1.0.2
GHSA-39qv-prmh-x37f,reviewed,high,2022-02-05 00:00:03,2022-02-07 17:19:04,7.50,@strikeentco/set,< 1.0.2,1.0.2
GHSA-fr6q-jv7j-35g3,reviewed,critical,2022-02-02 00:01:05,2022-02-03 20:50:00,9.80,w-zip,< 1.0.12,1.0.12
GHSA-9fp7-4fjm-q3mf,reviewed,medium,2022-02-01 00:51:00,2022-01-31 19:46:01,5.60,keyget,<= 2.4.0,
GHSA-4m8h-h59m-m34j,reviewed,high,2022-02-01 00:50:01,2022-01-31 20:51:03,7.30,bmoor,< 0.10.1,0.10.1
GHSA-wxj7-97fp-j53j,reviewed,critical,2022-02-01 00:46:00,2022-01-31 19:55:04,9.80,zip-local,< 0.3.5,0.3.5
GHSA-2m53-83f3-562j,reviewed,high,2022-02-01 00:44:04,2022-01-27 23:11:04,,min-dash,< 3.8.1,3.8.1
GHSA-wr66-vrwm-5g5x,reviewed,medium,2022-01-28 23:09:02,2022-01-28 18:52:05,5.90,next,">= 12.0.0, < 12.0.9",12.0.9
GHSA-wpg7-2c88-r8xv,reviewed,high,2022-01-28 22:54:02,2022-01-27 23:17:01,7.50,simple-get,= 4.0.0,4.0.1
GHSA-wpg7-2c88-r8xv,reviewed,high,2022-01-28 22:54:02,2022-01-27 23:17:01,7.50,simple-get,">= 3.0.0, < 3.1.1",3.1.1
GHSA-wpg7-2c88-r8xv,reviewed,high,2022-01-28 22:54:02,2022-01-27 23:17:01,7.50,simple-get,< 2.8.2,2.8.2
GHSA-cxm3-v4mv-6mh8,reviewed,medium,2022-01-28 22:04:01,2022-01-28 21:55:06,5.40,vditor,< 3.8.11,3.8.11
GHSA-7vvq-7r29-5vg3,reviewed,high,2022-01-27 16:00:05,2022-01-25 21:13:05,7.10,three,< 0.137.0,0.137.0
GHSA-wg6g-ppvx-927h,reviewed,high,2022-01-27 14:27:05,2022-01-24 23:03:00,7.30,cached-path-relative,< 1.1.0,1.1.0
GHSA-fm93-fhh2-cg2c,reviewed,high,2022-01-27 14:21:05,2022-01-24 22:51:05,7.50,min-dash,< 3.8.1,3.8.1
GHSA-jv7g-9g6q-cxvw,reviewed,high,2022-01-27 14:04:03,2022-01-24 23:06:01,7.50,convert-svg-core,<= 0.5.0,
GHSA-jv7g-9g6q-cxvw,reviewed,high,2022-01-27 14:04:03,2022-01-24 23:06:01,7.50,convert-svg-to-png,<= 0.5.0,
GHSA-jv7g-9g6q-cxvw,reviewed,high,2022-01-27 14:04:03,2022-01-24 23:06:01,7.50,convert-svg-to-jpeg,<= 0.5.0,
GHSA-v82v-rq72-phq9,reviewed,high,2022-01-26 22:13:01,2022-01-24 22:53:03,8.60,@isomorphic-git/cors-proxy,< 2.7.1,2.7.1
GHSA-qrpm-p2h7-hrv2,reviewed,medium,2022-01-21 23:57:01,2022-01-18 21:54:00,5.50,nanoid,">= 3.0.0, < 3.1.31",3.1.31
GHSA-r683-j2x4-v87g,reviewed,high,2022-01-21 23:55:05,2022-01-18 22:51:02,8.80,node-fetch,">= 3.0.0, < 3.1.1",3.1.1
GHSA-r683-j2x4-v87g,reviewed,high,2022-01-21 23:55:05,2022-01-18 22:51:02,8.80,node-fetch,< 2.6.7,2.6.7
GHSA-c6rp-xvqv-mwmf,reviewed,medium,2022-01-21 23:52:02,2022-01-19 14:07:01,6.10,epubjs,< 0.3.89,0.3.89
GHSA-gh88-3pxp-6fm8,reviewed,high,2022-01-21 23:39:05,2022-01-21 21:04:05,7.50,colors,>= 1.4.1,
GHSA-4rq4-32rv-6wp6,reviewed,high,2022-01-21 23:37:03,2022-01-21 21:05:05,7.10,shelljs,< 0.8.5,0.8.5
GHSA-8fr3-hfg3-gpgp,reviewed,medium,2022-01-21 23:36:02,2022-01-13 18:49:06,6.10,node-forge,< 1.0.0,1.0.0
GHSA-82v2-mx6x-wq7q,reviewed,medium,2022-01-21 18:53:03,2022-01-19 22:47:01,5.50,log4js,< 6.4.0,6.4.0
GHSA-7mhc-prgv-r3q4,reviewed,critical,2022-01-16 00:00:05,2022-06-22 18:19:04,9.80,hermes-engine,<= 0.9.0,0.10.0
GHSA-64g7-mvw6-v9qj,reviewed,medium,2022-01-14 21:09:05,2022-01-14 20:50:06,,shelljs,< 0.8.5,0.8.5
GHSA-5v2h-r2cx-5xgj,reviewed,high,2022-01-14 21:04:05,2022-01-14 19:57:02,7.50,marked,< 4.0.10,4.0.10
GHSA-rrrm-qjm4-v8hf,reviewed,high,2022-01-14 21:04:04,2022-01-14 19:56:02,7.50,marked,< 4.0.10,4.0.10
GHSA-273r-mgr4-v34f,reviewed,high,2022-01-13 16:14:02,2022-01-12 19:26:02,7.50,engine.io,">= 4.0.0, < 4.1.2",4.1.2
GHSA-273r-mgr4-v34f,reviewed,high,2022-01-13 16:14:02,2022-01-12 19:26:02,7.50,engine.io,">= 5.0.0, < 5.2.1",5.2.1
GHSA-273r-mgr4-v34f,reviewed,high,2022-01-13 16:14:02,2022-01-12 19:26:02,7.50,engine.io,">= 6.0.0, < 6.1.1",6.1.1
GHSA-m6w8-fq7v-ph4m,reviewed,medium,2022-01-13 16:09:04,2022-01-11 23:50:06,,@openzeppelin/contracts,">= 4.3.0, < 4.4.2",4.4.2
GHSA-m6w8-fq7v-ph4m,reviewed,medium,2022-01-13 16:09:04,2022-01-11 23:50:06,,@openzeppelin/contracts-upgradeable,">= 4.3.0, < 4.4.2",4.4.2
GHSA-q4j7-v27r-fgcx,reviewed,critical,2022-01-13 15:00:04,2022-01-11 18:13:02,9.80,realms-shim,<= 1.2.2,
GHSA-gjm5-83cw-p3p2,reviewed,high,2022-01-12 22:59:01,2022-01-11 18:11:05,7.30,extend2,< 1.0.1,1.0.1
GHSA-pwm7-qr6j-3vjg,reviewed,critical,2022-01-12 22:56:01,2022-01-11 18:14:02,9.80,realms-shim,<= 1.2.2,
GHSA-74fj-2j2h-c42q,reviewed,high,2022-01-12 22:46:03,2022-01-11 18:41:01,8.00,follow-redirects,< 1.14.7,1.14.7
GHSA-7w54-gp8x-f33m,reviewed,medium,2022-01-12 22:44:05,2022-01-10 23:18:01,6.50,@replit/crosis,< 7.3.1,7.3.1
GHSA-6vfc-qv3f-vr6c,reviewed,medium,2022-01-12 22:20:02,2022-01-10 21:50:01,5.30,markdown-it,< 12.3.2,12.3.2
GHSA-hrgx-7j6v-xj82,reviewed,high,2022-01-12 21:55:04,2022-01-10 21:45:03,7.10,@keystone-6/auth,< 1.0.2,1.0.2
GHSA-hrgx-7j6v-xj82,reviewed,high,2022-01-12 21:55:04,2022-01-10 21:45:03,7.10,@keystone-next/auth,<= 37.0.0,
GHSA-2w8g-m5j8-7m87,reviewed,critical,2022-01-12 21:45:06,2022-01-10 21:37:00,,@soketi/soketi,< 0.26.1,0.26.1
GHSA-5rqg-jm4f-cqx7,reviewed,high,2022-01-10 17:29:05,2022-01-10 17:29:02,,Colors,">= 1.4.1, <= 1.4.2",
GHSA-5rqg-jm4f-cqx7,reviewed,high,2022-01-10 17:29:05,2022-01-10 17:29:02,,Colors,= 1.4.44-liberty-2,
GHSA-h3vq-wv8j-36gw,reviewed,medium,2022-01-08 00:44:03,2022-01-07 23:45:01,,scratch-svg-renderer,<= 0.2.0,
GHSA-86ch-6w7v-v6xf,reviewed,high,2022-01-08 00:24:04,2022-01-07 23:46:03,7.50,@soketi/soketi,< 0.24.1,0.24.1
GHSA-5rrq-pxf6-6jx5,reviewed,low,2022-01-08 00:22:04,2022-01-07 22:20:05,,node-forge,< 1.0.0,1.0.0
GHSA-wxgw-qj99-44c2,reviewed,low,2022-01-08 00:22:04,2022-01-07 22:20:05,,node-forge,< 0.10.0,0.10.0
GHSA-gf8q-jrpm-jvxq,reviewed,low,2022-01-08 00:22:00,2022-01-07 22:20:04,,node-forge,< 1.0.0,1.0.0
GHSA-566m-qj78-rww5,reviewed,medium,2022-01-07 00:21:04,2021-05-20 21:23:02,5.30,postcss,">= 8.0.0, < 8.2.13",8.2.13
GHSA-566m-qj78-rww5,reviewed,medium,2022-01-07 00:21:04,2021-05-20 21:23:02,5.30,postcss,< 7.0.36,7.0.36
GHSA-3269-x4pw-vffg,reviewed,critical,2022-01-07 00:21:01,2021-05-19 22:33:05,9.80,diskusage-ng,<= 0.2.4,
GHSA-cqr2-xhg6-p268,reviewed,critical,2022-01-07 00:20:03,2021-05-19 22:42:03,9.80,node-mpv,<= 1.4.3,
GHSA-x9r5-jxvq-4387,reviewed,low,2022-01-06 22:48:06,2022-01-06 19:18:04,3.70,jquery.terminal,< 2.31.1,2.31.1
GHSA-x8rq-rc7x-5fg5,reviewed,high,2022-01-06 22:24:04,2022-01-06 19:48:04,8.20,uppy,< 2.3.3,2.3.3
GHSA-c6h4-gc3f-hgjq,reviewed,critical,2022-01-06 21:58:06,2022-01-05 20:22:01,9.80,js-data,<= 3.0.10,
GHSA-q674-xm3x-2926,reviewed,high,2022-01-06 21:37:00,2022-01-05 20:18:05,7.50,parse-link-header,< 2.0.0,2.0.0
GHSA-4hpf-3wq7-5rpr,reviewed,medium,2022-01-06 20:44:01,2021-03-31 21:45:02,5.30,is-my-json-valid,">= 2.0.0, < 2.17.2",2.17.2
GHSA-4hpf-3wq7-5rpr,reviewed,medium,2022-01-06 20:44:01,2021-03-31 21:45:02,5.30,is-my-json-valid,< 1.4.1,1.4.1
GHSA-cwfw-4gq5-mrqx,reviewed,low,2022-01-06 20:42:00,2021-03-31 21:35:00,,braces,< 2.3.1,2.3.1
GHSA-897m-rjf5-jp39,reviewed,high,2022-01-06 20:35:01,2021-03-24 23:59:01,7.30,copy-props,< 2.0.5,2.0.5
GHSA-qpw2-xchm-655q,reviewed,medium,2022-01-06 20:31:00,2021-03-18 23:57:01,6.50,stringstream,< 0.0.6,0.0.6
GHSA-29mw-wpgm-hmr9,reviewed,medium,2022-01-06 20:30:05,2021-03-19 22:45:03,5.30,lodash,< 4.17.21,4.17.21
GHSA-29mw-wpgm-hmr9,reviewed,medium,2022-01-06 20:30:05,2021-03-19 22:45:03,5.30,lodash-es,< 4.17.21,4.17.21
GHSA-29mw-wpgm-hmr9,reviewed,medium,2022-01-06 20:30:05,2021-03-19 22:45:03,5.30,lodash.trimend,<= 4.5.1,
GHSA-29mw-wpgm-hmr9,reviewed,medium,2022-01-06 20:30:05,2021-03-19 22:45:03,5.30,lodash.trim,<= 4.5.1,
GHSA-46c4-8wrp-j99v,reviewed,medium,2022-01-06 20:30:03,2021-03-22 21:07:04,5.30,url-parse,< 1.4.5,1.4.5
GHSA-86wf-436m-h424,reviewed,medium,2022-01-06 20:30:01,2021-03-22 22:28:01,9.80,http-proxy-agent,< 2.1.0,2.1.0
GHSA-p3rp-vmj9-gv6v,reviewed,high,2022-01-06 19:45:06,2022-01-06 19:02:02,7.20,mermaid,< 8.13.8,8.13.8
GHSA-mpp5-2x55-49xw,reviewed,medium,2022-01-06 19:45:01,2021-05-25 19:52:02,6.10,svg2png,<= 4.1.1,
GHSA-9x9j-836w-8f55,reviewed,high,2022-01-06 19:44:00,2021-05-25 19:19:01,9.80,msrcrypto,< 1.5.8,1.5.8
GHSA-hp68-xhvj-x6j6,reviewed,medium,2022-01-06 18:34:02,2022-01-04 20:19:02,5.30,jsx-slack,< 4.5.2,4.5.2
GHSA-53xv-c2hx-5w6q,reviewed,critical,2022-01-05 20:39:02,2022-01-05 17:15:03,9.80,node-windows,<= 1.0.0-beta.5,1.0.0-beta.6
GHSA-hj3m-v758-jwx5,reviewed,high,2022-01-05 15:02:04,2022-01-04 18:43:03,7.50,http-server-node,<= 1.0.2,
GHSA-m8gw-hjpr-rjv7,reviewed,high,2022-01-05 15:01:05,2022-01-04 17:43:03,7.50,dojo,<= 1.16.4,
GHSA-qc22-qwm9-j8rx,reviewed,critical,2021-12-20 16:59:03,2021-12-20 16:57:01,,npm-groovy-lint,< 9.1.0,9.1.0
GHSA-55xv-f85c-248q,reviewed,low,2021-12-17 19:59:00,2021-12-17 19:33:02,3.70,jsx-slack,< 4.5.1,4.5.1
GHSA-2mqv-4j3r-vjvp,reviewed,medium,2021-12-16 18:52:02,2021-12-16 18:42:01,6.40,@auth0/nextjs-auth0,< 1.6.2,1.6.2
GHSA-rp2c-jrgp-cvr8,reviewed,medium,2021-12-16 15:32:03,2021-12-06 22:08:04,4.20,plupload,< 2.3.9,2.3.9
GHSA-x949-7cm6-fm6p,reviewed,critical,2021-12-16 14:34:04,2021-12-14 14:31:04,9.80,md-to-pdf,< 5.0.0,5.0.0
GHSA-j28q-p8ww-cp87,reviewed,medium,2021-12-16 14:33:01,2021-12-14 14:33:03,6.50,merge-deep2,<= 3.0.6,
GHSA-vxr4-rxw7-g7v6,reviewed,medium,2021-12-16 14:30:06,2021-12-14 14:30:00,6.50,comb,<= 2.0.0,
GHSA-wjpc-cgvw-xx23,reviewed,medium,2021-12-16 14:29:03,2021-12-14 14:35:05,6.50,sey,<= 0.3.0,
GHSA-9c22-pwxw-p6hx,reviewed,medium,2021-12-14 21:47:03,2021-12-14 19:22:05,5.60,@openzeppelin/contracts,">= 3.2.0, < 4.4.1",4.4.1
GHSA-9c22-pwxw-p6hx,reviewed,medium,2021-12-14 21:47:03,2021-12-14 19:22:05,5.60,@openzeppelin/contracts-upgradeable,">= 3.2.0, < 4.4.1",4.4.1
GHSA-273r-rm8g-7f3x,reviewed,high,2021-12-13 21:33:00,2021-12-13 20:20:03,7.50,mercurius,">= 8.10.0, < 8.11.2",8.11.2
GHSA-3xph-cp8f-2229,reviewed,high,2021-12-10 20:31:03,2021-12-09 18:05:01,8.00,@fabiocaccamo/utils.js,< 0.17.2,0.17.2
GHSA-792j-9wj3-j634,reviewed,critical,2021-12-10 20:30:05,2021-12-08 20:28:05,9.80,github-todos,<= 3.1.0,
GHSA-hg2p-2cvq-4ppv,reviewed,medium,2021-12-10 20:06:02,2021-05-25 20:08:01,5.40,lazysizes,<= 5.2.0,5.2.1
GHSA-v3r2-3fp4-rp46,reviewed,medium,2021-12-10 20:05:06,2021-05-25 20:14:04,4.20,paypal-adaptive,<= 0.4.2,
GHSA-f78f-353m-cf4j,reviewed,critical,2021-12-10 20:05:04,2021-05-25 20:34:03,9.80,node-rules,">= 3.0.0, < 5.0.0",5.0.0
GHSA-p33m-7w7f-gmj8,reviewed,high,2021-12-10 20:05:01,2021-05-25 20:37:05,8.10,fun-map,<= 3.3.1,
GHSA-vm5j-vqr6-v7v8,reviewed,high,2021-12-10 20:04:06,2021-05-25 20:40:02,9.80,pixl-class,< 1.0.3,1.0.3
GHSA-7prf-vw4p-qr59,reviewed,high,2021-12-10 19:03:01,2021-06-17 18:46:02,7.50,supermixer,< 1.0.5,1.0.5
GHSA-r8j5-h5cx-65gg,reviewed,high,2021-12-10 19:02:04,2021-06-22 15:40:04,7.50,is-svg,">= 2.1.0, < 4.3.0",4.3.0
GHSA-2589-w6xf-983r,reviewed,medium,2021-12-10 18:58:05,2021-06-25 13:08:01,6.10,react-bootstrap-table,<= 4.3.1,
GHSA-4f6x-49g2-99fm,reviewed,medium,2021-12-10 18:57:04,2021-06-28 18:34:03,6.10,mermaid,< 8.11.0,8.11.0
GHSA-hwqf-gcqm-7353,reviewed,medium,2021-12-10 18:56:06,2021-06-30 17:38:00,6.30,nodemailer,< 6.6.1,6.6.1
GHSA-7qm6-9v49-38m9,reviewed,high,2021-12-10 18:55:04,2021-07-06 14:32:03,7.30,record-like-deep-assign,<= 1.0.1,
GHSA-5xjx-4xcm-hpcm,reviewed,high,2021-12-10 18:53:04,2021-07-06 14:35:05,7.30,ts-nodash,< 1.2.7,1.2.7
GHSA-v26w-gcxh-v4r7,reviewed,critical,2021-12-10 18:50:04,2021-07-08 14:23:03,9.80,just-safe-set,">= 1.0.0, < 2.2.2",2.2.2
GHSA-g7mq-rfj2-25wq,reviewed,critical,2021-12-10 17:26:03,2021-07-13 19:43:03,9.80,total4,< 0.0.43,0.0.43
GHSA-7fm6-gxqg-2pwr,reviewed,critical,2021-12-10 17:26:01,2021-07-13 19:51:05,9.80,total.js,< 3.4.9,3.4.9
GHSA-j377-2x76-558h,reviewed,high,2021-12-10 17:25:02,2021-07-15 18:43:05,7.50,is-email,< 1.0.1,1.0.1
GHSA-9x7m-9hpg-xxmw,reviewed,critical,2021-12-10 17:24:02,2021-07-15 20:19:04,9.80,putil-merge,">= 1.0.0, <= 3.6.6",3.7.0
GHSA-q5wr-fvpq-p67g,reviewed,high,2021-12-10 17:23:03,2021-07-26 18:09:01,8.80,png-img,< 3.1.0,3.1.0
GHSA-hm82-qr45-h7mw,reviewed,critical,2021-12-10 17:22:06,2021-07-26 18:23:02,9.80,field,">= 0.0.1, <= 1.0.1",
GHSA-49vv-6q7q-w5cf,reviewed,high,2021-12-10 17:22:01,2021-07-27 15:24:01,7.20,strapi,<= 3.0.0-beta.17.7,3.0.0-beta.17.8
GHSA-23fp-fmrv-f5px,reviewed,medium,2021-12-10 17:22:00,2021-03-30 13:53:02,4.90,strapi,<= 3.0.0-beta.18.3,3.0.0-beta.18.4
GHSA-v39h-qm32-8gwq,reviewed,medium,2021-12-09 19:57:03,2021-05-25 17:28:02,5.30,express-mock-middleware,<= 0.0.6,
GHSA-3p94-vj97-fm4q,reviewed,medium,2021-12-09 19:56:04,2021-05-25 16:28:04,7.80,fsa,<= 0.5.1,
GHSA-4m6q-rxhm-675w,reviewed,critical,2021-12-09 19:54:03,2021-05-24 21:33:01,9.80,adb-driver,<= 0.1.8,
GHSA-3q9x-w53p-jg53,reviewed,critical,2021-12-09 19:52:00,2021-05-24 22:14:04,9.80,heroku-addonpool,< 0.1.16,0.1.16
GHSA-76qm-4f93-fg6f,reviewed,high,2021-12-09 19:30:03,2021-05-25 16:14:01,7.10,xdLocalStorage,<= 2.0.5,
GHSA-c6c4-jmqx-3r33,reviewed,medium,2021-12-09 19:30:01,2021-05-25 16:23:06,6.10,xdLocalStorage,<= 2.0.5,
GHSA-vrc7-6g8w-jh56,reviewed,high,2021-12-09 19:29:04,2021-05-25 16:20:03,7.10,xdLocalStorage,<= 2.0.5,
GHSA-7q9f-x6rm-qmxr,reviewed,critical,2021-12-09 19:27:05,2021-05-25 15:32:02,9.80,compass-compile,<= 0.0.1,
GHSA-7rg2-qxmf-hhx9,reviewed,medium,2021-12-09 19:08:06,2021-12-09 18:09:06,4.60,express-openid-connect,">= 2.3.0, < 2.5.2",2.5.2
GHSA-qrmm-w75w-3wpx,reviewed,medium,2021-12-09 19:08:04,2021-12-09 17:49:01,,swagger-ui,< 4.1.3,4.1.3
GHSA-qrmm-w75w-3wpx,reviewed,medium,2021-12-09 19:08:04,2021-12-09 17:49:01,,swagger-ui-dist,< 4.1.3,4.1.3
GHSA-qrmm-w75w-3wpx,reviewed,medium,2021-12-09 19:08:04,2021-12-09 17:49:01,,swagger-ui-react,< 4.1.3,4.1.3
GHSA-qrmm-w75w-3wpx,reviewed,medium,2021-12-09 19:08:04,2021-12-09 17:49:01,,Swashbuckle.AspNetCore.SwaggerUI,< 6.3.0,6.3.0
GHSA-wjqc-j537-j9gj,reviewed,critical,2021-12-08 00:01:04,2021-12-09 17:57:06,9.80,git-it-electron,<= 4.3.0,
GHSA-25mp-g6fv-mqxx,reviewed,high,2021-12-07 21:12:01,2021-12-06 19:17:06,7.50,next,">= 12.0.0, < 12.0.5",12.0.5
GHSA-25mp-g6fv-mqxx,reviewed,high,2021-12-07 21:12:01,2021-12-06 19:17:06,7.50,next,">= 0.9.9, < 11.1.3",11.1.3
GHSA-89q5-mj78-pw5w,reviewed,medium,2021-12-02 17:52:03,2021-11-29 14:53:01,6.10,pekeupload,<= 2.1.1,
GHSA-6gww-qpm6-mc2g,reviewed,medium,2021-12-02 17:51:05,2021-11-23 19:15:04,6.50,ssrf-agent,< 1.0.5,1.0.5
GHSA-ff45-7prw-58vj,reviewed,medium,2021-12-02 17:51:02,2021-11-30 14:50:04,,docker-cli-js,<= 2.8.0,
GHSA-w7fj-336r-vw49,reviewed,high,2021-12-01 18:29:02,2021-11-29 19:19:06,7.40,@backstage/plugin-auth-backend,< 0.4.9,0.4.9
GHSA-2g8g-63j4-9w3r,reviewed,high,2021-12-01 18:29:01,2021-11-29 19:39:06,,@backstage/plugin-scaffolder-backend,< 0.15.14,0.15.14
GHSA-rrc9-gqf8-8rwg,reviewed,high,2021-11-16 21:26:04,2021-04-06 20:37:01,7.30,aws-sdk,< 2.814.0,2.814.0
GHSA-rrc9-gqf8-8rwg,reviewed,high,2021-11-16 21:26:04,2021-04-06 20:37:01,7.30,@aws-sdk/shared-ini-file-loader,<= 1.0.0-rc.8,1.0.0-rc.9
GHSA-4fr2-j4g9-mppf,reviewed,critical,2021-09-24 15:42:02,2021-07-26 18:25:05,9.80,deephas,">= 1.0.0, <= 1.0.5",
GHSA-44c6-4v22-4mhx,reviewed,high,2021-09-20 20:42:03,2021-09-16 17:31:05,7.50,semver-regex,< 3.1.3,3.1.3
GHSA-44c6-4v22-4mhx,reviewed,high,2021-09-20 20:42:03,2021-09-16 17:31:05,7.50,semver-regex,= 4.0.0,4.0.1
GHSA-f2c5-997w-7f5c,reviewed,medium,2021-09-20 20:42:04,2021-09-16 17:32:06,6.10,peertube,< 3.4.0,3.4.0
GHSA-hqhp-5p83-hx96,reviewed,medium,2021-09-20 20:44:05,2021-09-16 18:29:05,6.50,prismjs,< 1.25.0,1.25.0
GHSA-8v63-cqqc-6r2c,reviewed,high,2021-09-20 20:46:04,2021-09-20 20:13:01,7.50,object-path,< 0.11.8,0.11.8
GHSA-rp65-9cf3-cjxr,reviewed,high,2021-09-20 20:47:03,2021-09-20 20:15:01,7.50,nth-check,< 2.0.1,2.0.1
GHSA-652h-xwhf-q4h6,reviewed,high,2021-09-21 16:50:05,2021-09-21 14:50:05,7.50,ssh2,< 1.4.0,1.4.0
GHSA-4jg2-84c2-pj95,reviewed,critical,2021-09-21 18:41:06,2021-09-21 16:14:00,9.90,@asyncapi/modelina,< 1.0.0,1.0.0
GHSA-qh7x-j4v8-qw5w,reviewed,high,2021-09-22 20:39:03,2021-09-21 21:50:04,8.70,jsuites,< 4.9.11,4.9.11
GHSA-55r9-7mf8-m382,reviewed,medium,2021-09-22 20:36:05,2021-09-22 14:25:02,5.40,edge.js,< 5.3.2,5.3.2
GHSA-f3pp-32qc-36w4,reviewed,medium,2021-09-22 20:36:03,2021-09-22 14:30:04,5.60,jointjs,< 3.4.2,3.4.2
GHSA-8r4g-cg4m-x23c,reviewed,medium,2021-09-22 18:22:00,2021-09-22 18:21:02,,node-static,<= 0.7.11,
GHSA-4448-rc82-fcr7,reviewed,medium,2021-09-22 18:40:06,2021-09-22 18:40:04,5.30,serve-here.js,< 1.2.0,1.2.0
GHSA-m489-xr35-fjxr,reviewed,medium,2021-09-22 20:35:01,2021-09-22 20:34:04,,millisecond,< 0.1.2,0.1.2
GHSA-65p7-pjj8-ggmr,reviewed,medium,2021-09-23 23:18:04,2021-09-23 21:14:02,6.50,ghost,">= 3.18.0, < 3.42.6",3.42.6
GHSA-65p7-pjj8-ggmr,reviewed,medium,2021-09-23 23:18:04,2021-09-23 21:14:02,6.50,ghost,">= 4.0.0, < 4.15.1",4.15.1
GHSA-3c9c-2p65-qvwv,reviewed,critical,2021-09-27 20:12:02,2021-09-27 19:18:04,9.10,aurelia-path,< 1.1.7,1.1.7
GHSA-h73q-5wmj-q8pj,reviewed,medium,2021-09-29 17:11:03,2021-09-28 18:53:03,6.10,datatables.net,< 1.11.3,1.11.3
GHSA-x55w-vjjp-222r,reviewed,high,2021-09-29 17:12:02,2021-09-28 19:27:02,7.50,i,< 0.3.7,0.3.7
GHSA-hhfg-6hfc-rvxm,reviewed,medium,2021-09-29 17:15:06,2021-09-28 20:52:05,5.30,jsoneditor,< 9.5.6,9.5.6
GHSA-f794-r6xc-hf3v,reviewed,medium,2021-09-29 17:18:03,2021-09-28 21:14:02,5.30,passport-oauth2,< 1.6.1,1.6.1
GHSA-7pr3-p5fm-8r9x,reviewed,high,2021-09-30 17:09:05,2021-09-30 16:43:01,7.50,parse-server,< 4.10.4,4.10.4
GHSA-hf66-r44g-p7j9,reviewed,high,2021-09-30 17:10:05,2021-09-30 16:50:06,7.50,handsontable,< 10.0.0,10.0.0
