,repository,package,fix_commit,lock_file_fix_version,latest_stable_version,pr_version,pr_number,pr_date,fix_date,pr_fix_diff,inspired
387,fortinet/fortigate-autoscale,acorn,4b1ffa5678d7fd40775b3ef5d42a78ef2c7216a,7.1.1,7.3.1,7.1.1,22,2020-03-14T01:07:30Z,2020-06-25 12:06:23-07:00,"103,17",True
388,fortinet/fortigate-autoscale,acorn,4b1ffa5678d7fd40775b3ef5d42a78ef2c7216a,7.1.1,7.3.1,7.1.1,23,2020-03-14T01:07:34Z,2020-06-25 12:06:23-07:00,"103,17",True
389,fortinet/fortigate-autoscale,acorn,4b1ffa5678d7fd40775b3ef5d42a78ef2c7216a,7.1.1,7.3.1,7.1.1,24,2020-03-14T01:08:19Z,2020-06-25 12:06:23-07:00,"103,17",True
390,fortinet/fortigate-autoscale,acorn,4b1ffa5678d7fd40775b3ef5d42a78ef2c7216a,7.1.1,7.3.1,7.1.1,25,2020-03-14T01:46:56Z,2020-06-25 12:06:23-07:00,"103,17",True
391,fortinet/fortigate-autoscale,acorn,4b1ffa5678d7fd40775b3ef5d42a78ef2c7216a,7.1.1,7.3.1,7.1.1,26,2020-03-14T01:48:23Z,2020-06-25 12:06:23-07:00,"103,17",True
392,fortinet/fortigate-autoscale,acorn,4b1ffa5678d7fd40775b3ef5d42a78ef2c7216a,7.1.1,7.3.1,7.1.1,27,2020-03-14T01:49:55Z,2020-06-25 12:06:23-07:00,"103,17",True
393,fortinet/fortigate-autoscale,acorn,4b1ffa5678d7fd40775b3ef5d42a78ef2c7216a,7.1.1,7.3.1,6.4.1,28,2020-04-05T00:21:14Z,2020-06-25 12:06:23-07:00,"81,18",False
394,gchq/CyberChef,acorn,130bdfb7f21f144a5db75337b84ced20f4b29f90,7.1.1,7.1.1,5.7.4,981,2020-03-13T20:45:25Z,2020-03-18 16:12:30+00:00,"4,19",False
395,genouest/genouestaccountmanager,marked,df95bf2ff57224c50eee4cc5496972940aff7de4,1.2.2,1.2.3,0.6.1,157,2020-03-13T14:56:56Z,2020-11-10 15:15:25+01:00,"241,23",False
396,genouest/genouestaccountmanager,js-yaml,082a4bdfc8d44999fd12ad46182adc8b9a7d30b9,3.14.0,3.14.0,3.13.1,159,2020-03-13T14:57:04Z,2020-06-16 08:24:15+02:00,"94,15",False
397,genouest/genouestaccountmanager,lodash,082a4bdfc8d44999fd12ad46182adc8b9a7d30b9,4.17.15,4.17.15,4.17.15,161,2020-03-13T14:57:05Z,2020-06-16 08:24:15+02:00,"94,15",False
398,genouest/genouestaccountmanager,acorn,082a4bdfc8d44999fd12ad46182adc8b9a7d30b9,7.3.1,7.3.1,7.1.1,163,2020-03-13T22:15:42Z,2020-06-16 08:24:15+02:00,"94,8",False
399,genouest/genouestaccountmanager,acorn,082a4bdfc8d44999fd12ad46182adc8b9a7d30b9,7.3.1,7.3.1,5.7.4,167,2020-04-04T23:55:27Z,2020-06-16 08:24:15+02:00,"72,6",False
400,gfxfundamentals/threejsfundamentals,ecstatic,ce8d6c9a9737e68c51d687592d30025237840a24,3.3.2,4.1.2,3.3.2,33,2019-10-31T05:00:46Z,2019-10-31 14:02:49+09:00,"0,0",True
401,gfxfundamentals/threejsfundamentals,lodash,ce8d6c9a9737e68c51d687592d30025237840a24,4.17.15,4.17.15,4.17.15,34,2019-10-31T05:00:48Z,2019-10-31 14:02:49+09:00,"0,0",False
402,gfxfundamentals/threejsfundamentals,eslint-utils,ce8d6c9a9737e68c51d687592d30025237840a24,1.4.3,1.4.3,1.4.3,35,2019-10-31T05:00:49Z,2019-10-31 14:02:49+09:00,"0,0",False
403,gfxfundamentals/threejsfundamentals,mixin-deep,ce8d6c9a9737e68c51d687592d30025237840a24,1.3.2,2.0.1,1.3.2,36,2019-10-31T05:00:50Z,2019-10-31 14:02:49+09:00,"0,0",True
404,gfxfundamentals/threejsfundamentals,acorn,585b2442b152124f7312e10c75c38ca14a2aabb5,7.2.0,7.3.1,6.4.1,49,2020-03-14T00:53:57Z,2020-07-10 16:32:24+09:00,"118,6",False
405,gfxfundamentals/threejsfundamentals,acorn,585b2442b152124f7312e10c75c38ca14a2aabb5,7.2.0,7.3.1,7.1.1,50,2020-04-02T02:50:30Z,2020-07-10 16:32:24+09:00,"99,4",False
406,ghostery/ghostery-extension,lodash,00a4cafe0cc748f39c8844104011b45571c5d112,4.17.15,4.17.15,4.17.15,424,2019-07-25T17:01:35Z,2019-10-03 13:58:18-04:00,"70,0",False
407,ging/fiware-idm,sequelize,0e66906ab28164ab1e02d54e8d7df5b0e449ba91,6.3.3,6.3.3,5.15.1,118,2019-11-02T16:50:08Z,2020-07-28 16:55:26+02:00,"268,22",False
408,go-faast/faast-web,axios,ca57cf0165d2542ee185c7b0ca482455df9ffd06,0.19.0,0.19.0,0.18.1,142,2019-11-04T00:27:35Z,2019-11-08 10:25:28-05:00,"4,14",False
409,googleads/publisher-ads-lighthouse-plugin,lodash,17e53db3bb5e041d332c9c9094c3146c18755a31,4.17.14,4.17.15,4.17.15,110,2019-07-26T14:36:27Z,2019-10-04 14:50:55-04:00,"70,4",False
410,gregnb/mui-datatables,webpack-dev-server,abcb00ba55647f5f01db234e590a26e8fe3a0f0d,3.9.0,3.9.0,3.1.11,1044,2019-11-02T21:28:44Z,2019-11-19 00:19:16-05:00,"16,7",False
411,gregnb/mui-datatables,next,03a3e07638c4e9ae3622aa142349382377290b7d,9.4.4,9.4.4,9.3.2,1241,2020-03-31T05:58:44Z,2020-05-31 15:02:34-04:00,"61,13",False
412,gridsome/gridsome,axios,1d59cb0364ba5ff7330893d17941cbe370bc726d,0.19.0,0.19.0,0.18.1,652,2019-09-11T13:55:09Z,2019-09-11 15:58:41+02:00,"0,0",False
413,gridsome/gridsome,lodash.mergewith,1d59cb0364ba5ff7330893d17941cbe370bc726d,4.6.2,4.6.2,4.6.2,653,2019-09-11T13:55:09Z,2019-09-11 15:58:41+02:00,"0,0",False
414,gridsome/gridsome,mixin-deep,1d59cb0364ba5ff7330893d17941cbe370bc726d,1.3.2,2.0.1,1.3.2,654,2019-09-11T13:55:09Z,2019-09-11 15:58:41+02:00,"0,0",True
415,gridsome/gridsome,eslint-utils,1d59cb0364ba5ff7330893d17941cbe370bc726d,1.4.2,1.4.2,1.4.2,655,2019-09-11T13:55:12Z,2019-09-11 15:58:41+02:00,"0,0",False
416,gridsome/gridsome,lodash.merge,1d59cb0364ba5ff7330893d17941cbe370bc726d,4.6.2,4.6.2,4.6.2,656,2019-09-11T13:55:13Z,2019-09-11 15:58:41+02:00,"0,0",False
417,gridsome/gridsome,lodash.template,1d59cb0364ba5ff7330893d17941cbe370bc726d,4.5.0,4.5.0,4.5.0,658,2019-09-11T13:55:15Z,2019-09-11 15:58:41+02:00,"0,0",False
418,gridsome/gridsome,lodash,1d59cb0364ba5ff7330893d17941cbe370bc726d,4.17.11,4.17.15,4.17.13,659,2019-09-11T13:55:18Z,2019-09-11 15:58:41+02:00,"0,0",False
419,grommet/grommet,acorn,ae799c4251476afc3aa8db50b2dc0694b1eb6020,5.7.4,7.1.1,5.7.4,3849,2020-03-13T22:46:33Z,2020-04-30 13:19:14-06:00,"47,20",True
420,grommet/grommet-designer,minimist,350a932ad6184dc34630d0cece7608f4420586e6,0.0.8,1.2.5,1.2.5,50,2020-03-15T07:12:14Z,2020-03-15 00:25:30-07:00,"0,0",False
421,haiwen/seafile-js,axios,a9fbf6228bef9576c93a7abc0c05135f5f648309,0.21.1,0.21.1,0.18.1,235,2019-10-29T03:52:20Z,2021-03-31 10:59:56+08:00,"518,23",False
422,haiwen/seafile-js,js-yaml,a9fbf6228bef9576c93a7abc0c05135f5f648309,3.14.1,4.0.0,3.13.1,237,2019-10-29T03:52:26Z,2021-03-31 10:59:56+08:00,"518,23",False
423,haiwen/seafile-js,mixin-deep,a9fbf6228bef9576c93a7abc0c05135f5f648309,1.3.2,2.0.1,1.3.2,239,2019-10-29T03:52:27Z,2021-03-31 10:59:56+08:00,"518,23",True
424,haiwen/seafile-js,handlebars,a9fbf6228bef9576c93a7abc0c05135f5f648309,4.7.7,4.7.7,4.5.0,240,2019-10-29T03:52:27Z,2021-03-31 10:59:56+08:00,"518,23",False
425,haiwen/seafile-js,handlebars,a9fbf6228bef9576c93a7abc0c05135f5f648309,4.7.7,4.7.7,4.5.3,259,2019-11-21T06:35:38Z,2021-03-31 10:59:56+08:00,"495,20",False
426,haiwen/seafile-js,handlebars,a9fbf6228bef9576c93a7abc0c05135f5f648309,4.7.7,4.7.7,4.7.3,268,2020-02-29T09:03:42Z,2021-03-31 10:59:56+08:00,"395,17",False
427,haiwen/seafile-js,handlebars,a9fbf6228bef9576c93a7abc0c05135f5f648309,4.7.7,4.7.7,4.7.6,277,2020-05-23T03:12:59Z,2021-03-31 10:59:56+08:00,"311,23",False
428,haiwen/seafile-js,lodash,a9fbf6228bef9576c93a7abc0c05135f5f648309,4.17.21,4.17.21,4.17.15,241,2019-10-29T03:52:29Z,2021-03-31 10:59:56+08:00,"518,23",False
429,halfnelson/svelte-native,acorn,dbba65508d696f4b6eb1c27c6f5f7938830539a0,7.2.0,7.2.0,7.1.1,126,2020-03-13T22:30:39Z,2020-05-14 19:40:33+10:00,"61,11",False
430,halfnelson/svelte-native,acorn,dbba65508d696f4b6eb1c27c6f5f7938830539a0,7.2.0,7.2.0,7.1.1,127,2020-03-13T22:40:23Z,2020-05-14 19:40:33+10:00,"61,11",False
431,halfnelson/svelte-native,acorn,dbba65508d696f4b6eb1c27c6f5f7938830539a0,7.2.0,7.2.0,5.7.4,131,2020-03-15T17:57:47Z,2020-05-14 19:40:33+10:00,"59,15",False
432,halfnelson/svelte-native,acorn,dbba65508d696f4b6eb1c27c6f5f7938830539a0,7.2.0,7.2.0,7.2.0,150,2020-05-14T09:39:24Z,2020-05-14 19:40:33+10:00,"0,0",False
433,halfnelson/svelte-native,acorn,dbba65508d696f4b6eb1c27c6f5f7938830539a0,7.2.0,7.2.0,7.2.0,151,2020-05-14T09:39:29Z,2020-05-14 19:40:33+10:00,"0,0",False
434,hktrpg/TG.line.Discord.Roll.Bot,lodash,ce0ddd263edbcc5900d5db77844b909b48b7be04,4.17.15,4.17.15,4.17.15,42,2019-08-07T18:49:49Z,2019-09-13 19:49:49+08:00,"36,17",False
435,hovancik/stretchly,acorn,9ffbdf488d67a624b9eff31d5eec379e10d262f1,7.1.1,7.1.1,7.1.1,539,2020-03-13T20:52:30Z,2020-03-19 15:48:29+01:00,"5,17",False
436,hovancik/stretchly,minimist,b4eed82c1a2b1bd6e4acfe8f115f76084ea0b4f4,1.2.5,1.2.5,1.2.5,540,2020-03-15T17:22:06Z,2021-03-09 17:15:51+01:00,"358,22",False
437,hyperledger/blockchain-explorer,mixin-deep,791db7b86502900ad9fdaf001c8852fd9841d1e8,1.3.2,2.0.1,1.3.2,31,2019-08-30T18:01:09Z,2019-09-03 01:17:50+00:00,"3,7",True
438,hyperledger/blockchain-explorer,eslint-utils,791db7b86502900ad9fdaf001c8852fd9841d1e8,1.4.2,1.4.2,1.4.2,32,2019-08-30T18:01:16Z,2019-09-03 01:17:50+00:00,"3,7",False
439,hyperledger/blockchain-explorer,lodash,791db7b86502900ad9fdaf001c8852fd9841d1e8,4.17.15,4.17.15,4.17.15,33,2019-08-30T18:01:19Z,2019-09-03 01:17:50+00:00,"3,7",False
440,hyperledger/blockchain-explorer,lodash,791db7b86502900ad9fdaf001c8852fd9841d1e8,4.17.15,4.17.15,4.17.15,34,2019-08-30T18:01:20Z,2019-09-03 01:17:50+00:00,"3,7",False
441,hyperledger/blockchain-explorer,eslint-utils,0da6b21f74695dd854f25098e61cb78099764128,1.4.2,1.4.2,1.4.2,32,2019-08-30T18:01:16Z,2019-09-07 07:36:28-07:00,"7,20",False
442,hyperledger/blockchain-explorer,eslint-utils,0da6b21f74695dd854f25098e61cb78099764128,1.4.2,1.4.2,1.4.2,35,2019-09-07T14:21:10Z,2019-09-07 07:36:28-07:00,"0,0",False
443,idena-network/idena-desktop,mixin-deep,452b9d5430f51ba258d5cd4e98acb52be7d5f47c,1.3.2,2.0.1,1.3.2,35,2019-09-11T10:02:08Z,2019-09-12 17:16:59+05:00,"1,2",True
444,idena-network/idena-desktop,eslint-utils,b4777ef554a3d22a37c85991414a1d68b5808835,1.4.2,1.4.2,1.4.2,36,2019-09-11T10:02:13Z,2019-09-12 14:57:31+05:00,"0,23",False
445,idena-network/idena-desktop,next,dc3ccb149eda8e5591ed90b7fe6b29d7810c6d6e,9.3.3,9.3.3,9.3.2,215,2020-03-31T12:14:36Z,2020-03-31 20:19:43+05:00,"0,3",False
446,idyll-lang/idyll,next,4e39125e3f61e4ed741af311b8c87c73c3a0568f,9.5.1,9.5.3,9.3.2,623,2020-03-31T10:50:20Z,2020-09-22 16:35:07-07:00,"175,12",False
447,idyll-lang/idyll,next,4e39125e3f61e4ed741af311b8c87c73c3a0568f,9.5.1,9.5.3,9.3.5,627,2020-04-21T21:45:31Z,2020-09-22 16:35:07-07:00,"154,1",False
448,ifanrx/hydrogen-js-sdk,axios,ccc6d6574badc59db48ec276e5d8cb4c3f1d3b03,0.18.1,0.19.0,0.18.1,88,2019-10-30T03:45:33Z,2019-10-30 13:57:34+08:00,"0,2",True
449,ifanrx/hydrogen-js-sdk,mixin-deep,1bf8848f4adc7f2775be616f6a6962a2f2e473da,1.3.2,2.0.1,1.3.2,89,2019-10-30T03:45:34Z,2019-10-30 14:11:57+08:00,"0,2",True
450,imshuffling/davidrich.es,acorn,d2061d5b569f94959bc4ef429f2e86ead9ad5a62,7.1.1,7.1.1,6.4.1,1,2020-04-05T02:45:48Z,2020-04-08 22:16:37+01:00,"3,18",False
451,inaturalist/SeekReactNative,acorn,72f4a496308b8138a20ca3f6d0fa461236eef44c,6.4.1,7.3.1,6.4.1,215,2020-05-04T19:14:34Z,2020-07-02 11:50:04-07:00,"58,23",True
452,inc2734/snow-monkey-blocks,acorn,5d53a713a0bf592e136a0cf9f8c9dd27e3a4346f,6.4.1,7.1.1,5.7.4,270,2020-03-13T21:57:55Z,2020-03-24 15:07:35+09:00,"10,8",False
453,indsante/Documentation-SNDS,lodash.template,a9ccf6123333487a3455bc772dcba0c7211a2348,4.5.0,4.5.0,4.5.0,28,2019-10-01T17:09:13Z,2020-01-31 17:53:39+01:00,"121,23",False
454,indsante/Documentation-SNDS,mixin-deep,a9ccf6123333487a3455bc772dcba0c7211a2348,1.3.2,2.0.1,1.3.2,29,2019-10-01T17:09:15Z,2020-01-31 17:53:39+01:00,"121,23",True
455,indsante/Documentation-SNDS,lodash,a9ccf6123333487a3455bc772dcba0c7211a2348,4.17.15,4.17.15,4.17.15,30,2019-10-01T17:09:17Z,2020-01-31 17:53:39+01:00,"121,23",False
456,indsante/Documentation-SNDS,acorn,aead1f66416b590d3a4b3f1ca1bd91b6a359c10a,6.4.2,8.0.4,6.4.1,31,2020-03-14T04:31:20Z,2020-12-14 16:12:19+00:00,"275,11",False
457,inlife/nexrender,mixin-deep,2f7492b46a4015a8fc2654345add6723f81a52f7,1.3.2,2.0.1,1.3.2,241,2019-08-28T20:53:19Z,2019-12-15 10:24:35+02:00,"108,11",True
458,input-output-hk/daedalus,handlebars,ff5caa3cfc80488184fbc780a68441593bff5edf,4.5.3,4.7.3,4.5.3,1808,2019-12-29T13:40:00Z,2020-03-11 11:16:06+01:00,"72,20",True
459,integrations/jira,acorn,cc3a09585cebdc8e4eebbf2a096a1cefeb237c49,7.1.1,7.1.1,5.7.4,336,2020-04-17T15:16:18Z,2020-04-28 17:21:39-04:00,"11,6",False
460,integromat/vscode-apps-sdk,lodash,00de7599f3e5f051867a1e811dce42061b670210,4.17.15,4.17.15,4.17.15,20,2019-10-29T13:40:47Z,2020-02-04 08:14:36+01:00,"97,17",False
461,inventaire/inventaire,lodash,8963c1ac6ba773fd06c525b2837ba22d6ce46c6d,4.17.15,4.17.15,4.17.13,319,2019-11-01T13:28:33Z,2019-11-01 14:38:49+01:00,"0,0",False
462,inventaire/inventaire,extend,8963c1ac6ba773fd06c525b2837ba22d6ce46c6d,3.0.2,3.0.2,3.0.2,320,2019-11-01T13:28:33Z,2019-11-01 14:38:49+01:00,"0,0",False
463,inventaire/inventaire,is-my-json-valid,1b6f12b1d0763492cb3facd80fc4ae60eab72deb,2.20.0,2.20.0,2.20.0,321,2019-11-01T13:28:35Z,2019-11-01 16:06:30+01:00,"0,1",False
464,inventaire/inventaire,handlebars,8963c1ac6ba773fd06c525b2837ba22d6ce46c6d,4.5.1,4.5.1,4.5.1,322,2019-11-01T13:28:37Z,2019-11-01 14:38:49+01:00,"0,0",False
465,inventaire/inventaire,mixin-deep,8963c1ac6ba773fd06c525b2837ba22d6ce46c6d,1.3.2,2.0.1,1.3.2,323,2019-11-01T13:28:37Z,2019-11-01 14:38:49+01:00,"0,0",True
466,inventaire/inventaire,lodash.template,1b6f12b1d0763492cb3facd80fc4ae60eab72deb,4.5.0,4.5.0,4.5.0,325,2019-11-01T13:28:38Z,2019-11-01 16:06:30+01:00,"0,1",False
467,inventaire/inventaire-client,mixin-deep,fc9d8144ecadccc136d7ef9011c5d50ba09a5b4e,1.3.2,2.0.1,1.3.2,186,2019-11-02T22:43:35Z,2020-10-13 15:06:46+02:00,"345,14",True
468,invinst/CPDBv2_frontend,js-yaml,9c96a98c127836db6124b280c7b9c70f35aff0d9,3.13.1,3.13.1,3.13.1,1,2019-10-29T14:18:54Z,2019-12-05 11:49:49+07:00,"36,14",False
469,invinst/CPDBv2_frontend,mixin-deep,9c96a98c127836db6124b280c7b9c70f35aff0d9,1.3.2,2.0.1,1.3.2,2,2019-11-05T04:27:51Z,2019-12-05 11:49:49+07:00,"30,0",True
470,invinst/CPDBv2_mobile,eslint-utils,5247bf902cc6e33f12e75f81eb3d1240ed183fbb,1.4.3,1.4.3,1.4.3,1,2019-10-29T14:18:49Z,2019-11-19 14:37:31+07:00,"20,17",False
471,invinst/CPDBv2_mobile,handlebars,1fe51d0c42b5ca397490d1d76fa6c9bebb34d112,4.7.6,4.7.6,4.3.0,2,2019-12-28T20:28:12Z,2020-05-12 14:54:09+07:00,"135,11",False
472,iou90/react-native-autoheight-webview,acorn,740a7ca6bc902f4a7fc694264f35e7a38ac91648,7.1.1,7.1.1,7.1.1,157,2020-03-13T21:41:40Z,2020-03-16 10:55:55+08:00,"2,5",False
473,iou90/react-native-autoheight-webview,acorn,5163a617e2d55fada861bbd68a2a432b117719dd,7.1.1,7.1.1,7.1.1,157,2020-03-13T21:41:40Z,2020-03-16 11:27:07+08:00,"2,5",False
474,itteco/iframely,diff,204f844cd22e57b7e26ebabf4a73bae95cb9f119,3.5.0,4.0.2,3.5.0,247,2020-04-14T17:48:18Z,2020-04-14 20:58:11+03:00,"0,0",True
475,jhipster/prettier-java,js-yaml,0dcab60c8d613879fdbdcb0516a3e5bdad0cc565,3.13.1,3.13.1,3.13.1,206,2019-06-06T05:35:18Z,2019-06-08 11:37:36+02:00,"2,4",False
476,jhipster/prettier-java,handlebars,0dcab60c8d613879fdbdcb0516a3e5bdad0cc565,4.1.2,4.1.2,4.1.2,207,2019-06-06T09:46:36Z,2019-06-08 11:37:36+02:00,"1,23",False
477,jhipster/prettier-java,lodash,18f1db6c34c12b23f87a45c06fb7803b24059eb3,4.17.15,4.17.15,4.17.14,241,2019-07-13T02:44:32Z,2019-09-23 11:43:21+02:00,"72,6",False
478,jhipster/prettier-java,lodash,18f1db6c34c12b23f87a45c06fb7803b24059eb3,4.17.15,4.17.15,4.17.15,247,2019-08-27T11:55:26Z,2019-09-23 11:43:21+02:00,"26,21",False
479,jhipster/prettier-java,eslint-utils,8fbe4e3e247ca8bb74038da7c53fe8a3856a5349,1.4.2,1.4.2,1.4.2,245,2019-08-26T22:07:54Z,2019-08-27 12:19:34+02:00,"0,12",False
480,jitsi/jitsi-meet,macaddress,fe221fe4be707b8b9a7be083cee646189e41d53f,0.2.9,0.5.1,0.2.9,4617,2019-09-10T07:00:48Z,2020-05-29 10:37:09+02:00,"262,1",True
481,jitsi/jitsi-meet,fstream,b3e29ba26a2fb4eb91f4655190eda06749c83073,1.0.12,1.0.12,1.0.12,4618,2019-09-10T07:00:51Z,2019-10-16 13:50:50+01:00,"36,5",False
482,jitsi/jitsi-meet,mixin-deep,fe221fe4be707b8b9a7be083cee646189e41d53f,1.3.2,2.0.1,1.3.2,4619,2019-09-10T07:00:53Z,2020-05-29 10:37:09+02:00,"262,1",True
483,jitsi/jitsi-meet,eslint-utils,fe221fe4be707b8b9a7be083cee646189e41d53f,1.4.3,2.0.0,1.4.2,4620,2019-09-10T07:00:53Z,2020-05-29 10:37:09+02:00,"262,1",False
484,jitsi/jitsi-meet,acorn,fe221fe4be707b8b9a7be083cee646189e41d53f,6.4.1,7.2.0,5.7.4,5154,2020-03-13T23:57:36Z,2020-05-29 10:37:09+02:00,"76,8",False
485,jitsi/jitsi-meet,jquery,d2e0c2eb429ece406582e15006578d213c745909,3.5.1,3.5.1,3.5.0,6476,2020-04-29T23:13:54Z,2020-05-25 17:05:29+02:00,"25,15",False
486,jitsi/lib-jitsi-meet,mixin-deep,86700791fbb37a9e432464a125b3543a425df020,1.3.2,2.0.1,1.3.2,1000,2019-10-30T15:45:39Z,2020-05-28 13:29:32+02:00,"210,19",True
487,jitsi/lib-jitsi-meet,extend,5658670fd56be2466cdeb58cee753913f786ccfa,3.0.2,3.0.2,3.0.2,1001,2019-10-30T15:45:41Z,2020-04-29 11:39:49-05:00,"182,0",False
488,jitsi/lib-jitsi-meet,eslint,14f4a99bd7e363a8830d2e6ff86e0dc12964047b,5.6.1,7.4.0,4.18.2,1002,2019-10-30T15:45:42Z,2020-07-17 13:32:29+02:00,"260,19",False
489,jitsi/lib-jitsi-meet,js-yaml,86700791fbb37a9e432464a125b3543a425df020,3.14.0,3.14.0,3.13.1,1003,2019-10-30T15:45:44Z,2020-05-28 13:29:32+02:00,"210,19",False
490,jitsi/lib-jitsi-meet,lodash,86700791fbb37a9e432464a125b3543a425df020,4.17.15,4.17.15,4.17.15,1142,2020-05-03T00:29:55Z,2020-05-28 13:29:32+02:00,"25,10",False
491,joshhunt/destinySets,axios,6aa1ff4e1a16d099092b7929bba225a9b030d382,0.18.1,0.19.0,0.18.1,245,2019-10-28T18:29:46Z,2019-12-10 23:51:04+00:00,"43,5",True
492,joshhunt/destinySets,fstream,6aa1ff4e1a16d099092b7929bba225a9b030d382,1.0.12,1.0.12,1.0.12,246,2019-10-28T18:29:48Z,2019-12-10 23:51:04+00:00,"43,5",False
493,joshhunt/destinySets,handlebars,6aa1ff4e1a16d099092b7929bba225a9b030d382,4.5.3,4.5.3,4.4.5,247,2019-10-28T18:29:49Z,2019-12-10 23:51:04+00:00,"43,5",False
494,jpalardy/home,acorn,0cad174a8480c803ec55d5413fb0b87397b50ba1,7.1.1,7.1.1,5.7.4,2,2020-04-04T21:06:15Z,2020-04-04 14:33:38-07:00,"0,0",False
495,json-editor/json-editor,jquery,232d83ce7d27d0d9e03d51a4e9a45d19139bb3ba,3.5.0,3.5.0,3.5.0,737,2020-04-29T23:45:27Z,2020-05-04 15:33:15+02:00,"4,13",False
496,kaltura/playkit-js,eslint,6d0bf70a42183885a06fde979d00386db95136c6,7.5.0,7.5.0,4.18.2,411,2019-10-31T16:06:23Z,2020-07-20 12:23:57+03:00,"262,17",False
497,kaltura/playkit-js-ui,stringstream,e62bfdd8b3b9bd6335c6c6cf15b27dc0ff0df6cf,0.0.5,1.0.0,0.0.6,443,2019-10-29T07:29:47Z,2020-07-27 19:07:19+03:00,"272,8",False
498,kaltura/playkit-js-ui,mixin-deep,e62bfdd8b3b9bd6335c6c6cf15b27dc0ff0df6cf,1.3.1,2.0.1,1.3.2,444,2019-10-29T07:29:48Z,2020-07-27 19:07:19+03:00,"272,8",False
499,kaltura/playkit-js-ui,handlebars,e62bfdd8b3b9bd6335c6c6cf15b27dc0ff0df6cf,4.0.10,4.7.6,4.5.1,445,2019-10-29T07:29:49Z,2020-07-27 19:07:19+03:00,"272,8",False
500,kaltura/playkit-js-ui,handlebars,e62bfdd8b3b9bd6335c6c6cf15b27dc0ff0df6cf,4.0.10,4.7.6,4.5.3,469,2019-12-28T19:28:37Z,2020-07-27 19:07:19+03:00,"211,20",False
501,kaltura/playkit-js-ui,handlebars,e62bfdd8b3b9bd6335c6c6cf15b27dc0ff0df6cf,4.0.10,4.7.6,4.7.6,498,2020-04-20T10:31:35Z,2020-07-27 19:07:19+03:00,"98,5",False
502,kaltura/playkit-js-ui,eslint,e62bfdd8b3b9bd6335c6c6cf15b27dc0ff0df6cf,4.1.1,7.5.0,4.18.2,446,2019-10-29T07:29:52Z,2020-07-27 19:07:19+03:00,"272,8",False
503,kaltura/playkit-js-ui,lodash.template,e62bfdd8b3b9bd6335c6c6cf15b27dc0ff0df6cf,4.4.0,4.5.0,4.5.0,447,2019-10-29T07:29:53Z,2020-07-27 19:07:19+03:00,"272,8",False
504,kartverket/Geonorge.Kartkatalog.React,jquery,052f06a7d358736d8e6b5a272f670afac739f03a,3.5.1,3.5.1,3.5.0,6,2020-04-30T01:41:07Z,2020-05-08 12:12:22+02:00,"8,8",False
505,keystonejs/keystone,tinymce,89fd446d5b43fc04d872eab1f18025b2ac8d816e,5.2.0,5.2.0,5.1.4,2306,2020-01-30T21:29:03Z,2020-02-28 03:15:31+11:00,"27,18",False
506,kids-first/kf-portal-ui,eslint,d9380fa806a82b2bfb1e9b0b0e8568a4abd2bd9e,6.6.0,6.6.0,4.18.2,2137,2019-10-28T17:01:47Z,2019-11-12 14:59:05-05:00,"15,2",False
507,kids-first/kf-portal-ui,webpack-dev-server,d9380fa806a82b2bfb1e9b0b0e8568a4abd2bd9e,3.2.1,3.9.0,3.1.11,2138,2019-10-28T17:01:57Z,2019-11-12 14:59:05-05:00,"15,2",False
508,kirjavascript/nibblrjr,fstream,68a3c0035ac4e948aa8479268ec4aa8a743e1788,1.0.12,1.0.12,1.0.12,9,2019-07-04T08:49:14Z,2019-08-29 09:00:07+01:00,"55,23",False
509,kirjavascript/nibblrjr,mixin-deep,68a3c0035ac4e948aa8479268ec4aa8a743e1788,1.3.2,2.0.1,1.3.2,15,2019-08-28T23:37:01Z,2019-08-29 09:00:07+01:00,"0,8",True
510,kitspace/kitspace,superagent,89caab4d57827f82ee1d36f7155acd5650079c8d,3.8.3,5.1.3,5.0.2,205,2019-10-30T12:21:11Z,2019-12-24 23:40:56+00:00,"55,11",False
511,kitspace/kitspace,sshpk,89caab4d57827f82ee1d36f7155acd5650079c8d,1.16.1,1.16.1,1.16.1,206,2019-10-30T12:21:11Z,2019-12-24 23:40:56+00:00,"55,11",False
512,kitspace/kitspace,jquery,89caab4d57827f82ee1d36f7155acd5650079c8d,3.4.1,3.4.1,3.4.1,208,2019-10-30T12:21:14Z,2019-12-24 23:40:56+00:00,"55,11",False
513,konecnyna/slack-cat,axios,258a8d35ef33965aa50d37df2b39fa0f4e4e287b,0.18.0,0.19.0,0.18.1,24,2019-06-03T23:01:33Z,2019-07-30 14:17:41-04:00,"56,19",False
514,kuzzleio/kuzzle,codecov,35912c3375a863e27df85280eddeff866f44e9a9,3.6.5,4.0.0-0,3.6.5,1574,2020-02-19T17:53:07Z,2020-03-05 12:57:44+01:00,"14,18",True
515,kuzzleio/kuzzle,minimist,a3b6e4c28d1c4cd4788413ccaf69cea2be3a9b2e,1.2.5,1.2.5,1.2.2,1583,2020-03-15T00:27:24Z,2020-04-22 14:22:38+02:00,"38,11",False
516,kyma-project/console,js-yaml,3126c3fccd9a3bbd81cdeb40a236e87333813ae5,3.12.0,3.13.1,3.13.1,903,2019-06-05T08:32:26Z,2019-08-01 16:36:00+02:00,"57,6",False
