,repository,package,ghsa,fix_commit,fix_commit_parent,date,committer_date,source,dep_file_fix,lockfile_fix,dep_file_inspired,lockfile_inspired,inspired,fix_time
0,11ways/hawkejs,codecov,GHSA-5q88-cjfq-g2mh,4da569b5a8f00e46e474b33540df0af216e1e60f,e89e468f9c598d0d8548d6e1c0ab27f72c147d35,2020-03-05 19:09:50+01:00,2020-03-05 19:09:50+01:00,GITHUB,1,0,1,0,1,"15,0"
1,18F/fedramp-dashboard,angular,GHSA-89mq-4x47-5v83,210d563a25b6ac50849109540b279616e598a1c2,df3fe734e3f3d71322205b49aadb90c8037ae28a,2020-05-13 09:15:59-04:00,2020-05-13 09:15:59-04:00,GITHUB,1,0,0,0,0,"180,7"
2,18F/fedramp-dashboard,angular,GHSA-28hp-fgcr-2r4h,210d563a25b6ac50849109540b279616e598a1c2,df3fe734e3f3d71322205b49aadb90c8037ae28a,2020-05-13 09:15:59-04:00,2020-05-13 09:15:59-04:00,GITHUB,1,0,0,0,0,"180,7"
3,2600hz/monster-ui,acorn,GHSA-6chw-6frg-f759,0cbda229a4e9d0f44ed3c7f1b6f0e96184baa123,324bd82a482bca4592992b94d5f23ba3f0ee8399,2020-04-17T18:35:42-07:00,2020-04-17T18:35:42-07:00,SOFTWARE_HERITAGE,0,1,0,1,1,"34,15"
4,AGProjects/sylk-webrtc,js-yaml,GHSA-8j8c-7jfh-h6hx,9e24e6c10bc77830824c430b7b968eef1c5038d5,793fcdb8e140274f6d7f9668b1cb2aeca5899ecd,2019-10-31 19:52:20+00:00,2019-10-31 19:52:20+00:00,GITHUB,0,1,0,0,0,"0,1"
5,AGProjects/sylk-webrtc,js-yaml,GHSA-2pr6-76vf-7546,9e24e6c10bc77830824c430b7b968eef1c5038d5,793fcdb8e140274f6d7f9668b1cb2aeca5899ecd,2019-10-31 19:52:20+00:00,2019-10-31 19:52:20+00:00,GITHUB,0,1,0,0,0,"0,1"
6,AGProjects/sylk-webrtc,eslint,GHSA-jcgq-xh2f-2hfm,30539c923361524dfe604827f2fd6ade941790cc,9e24e6c10bc77830824c430b7b968eef1c5038d5,2019-11-01 10:22:24+00:00,2019-11-01 10:22:24+00:00,GITHUB,1,1,0,0,0,"0,15"
7,AGProjects/sylk-webrtc,minimist,GHSA-vh95-rmgr-6w4m,de156d1f33f46ea07907b2ff8ed8e73fd16d9f1b,25fdaa93e3c8243c4850a654e8279296758bb51b,2020-03-25 10:31:12+00:00,2020-03-25 10:31:12+00:00,GITHUB,1,1,0,0,0,"9,6"
8,AGProjects/sylk-webrtc,acorn,GHSA-6chw-6frg-f759,de156d1f33f46ea07907b2ff8ed8e73fd16d9f1b,25fdaa93e3c8243c4850a654e8279296758bb51b,2020-03-25 10:31:12+00:00,2020-03-25 10:31:12+00:00,GITHUB,0,1,0,0,0,"5,22"
9,AGProjects/sylk-webrtc,minimist,GHSA-vh95-rmgr-6w4m,7b350c0cba55754b991852b6ffcb04c567a25e27,a3280ac19508ab9904d1465e5c5da00a8096f39a,2020-03-19 12:40:33+00:00,2020-03-19 12:40:33+00:00,GITHUB,1,1,0,0,0,"3,8"
10,AdguardTeam/AdguardBrowserExtension,js-yaml,GHSA-8j8c-7jfh-h6hx,65536d813f7fdb1756a88b21144530de0b792187,628448b3c887434c64e424613b529416e6a3b690,2020-05-19 14:28:57+03:00,2020-05-19 14:28:57+03:00,GITHUB,0,1,0,0,0,"348,5"
11,AdguardTeam/AdguardBrowserExtension,lodash,GHSA-jf85-cpcp-j695,65536d813f7fdb1756a88b21144530de0b792187,628448b3c887434c64e424613b529416e6a3b690,2020-05-19 14:28:57+03:00,2020-05-19 14:28:57+03:00,GITHUB,1,1,0,0,0,"311,7"
12,AdguardTeam/AdguardBrowserExtension,eslint-utils,GHSA-3gx7-xhv7-5mx3,65536d813f7fdb1756a88b21144530de0b792187,628448b3c887434c64e424613b529416e6a3b690,2020-05-19 14:28:57+03:00,2020-05-19 14:28:57+03:00,GITHUB,0,1,0,0,0,"266,13"
13,AdguardTeam/AdguardBrowserExtension,mixin-deep,GHSA-fhjf-83wg-r2j9,65536d813f7fdb1756a88b21144530de0b792187,628448b3c887434c64e424613b529416e6a3b690,2020-05-19 14:28:57+03:00,2020-05-19 14:28:57+03:00,GITHUB,0,1,0,1,1,"237,3"
14,AdguardTeam/AdguardBrowserExtension,https-proxy-agent,GHSA-pc5p-h8pf-mvwp,65536d813f7fdb1756a88b21144530de0b792187,628448b3c887434c64e424613b529416e6a3b690,2020-05-19 14:28:57+03:00,2020-05-19 14:28:57+03:00,GITHUB,0,1,0,1,1,"32,22"
15,AdguardTeam/FiltersRegistry,handlebars,GHSA-q42p-pg8m-cqh6,a6c49b242f436cb9d81d2bdee9b71e665b18de33,42ac69c94b608c7556c942d00648b8fe472e1d5a,2020-10-13 15:10:44+03:00,2020-10-13 15:10:44+03:00,GITHUB,0,0,0,0,0,
16,AdguardTeam/FiltersRegistry,lodash,GHSA-jf85-cpcp-j695,a6c49b242f436cb9d81d2bdee9b71e665b18de33,42ac69c94b608c7556c942d00648b8fe472e1d5a,2020-10-13 15:10:44+03:00,2020-10-13 15:10:44+03:00,GITHUB,0,1,0,0,0,"459,19"
17,AdguardTeam/Scriptlets,js-yaml,GHSA-8j8c-7jfh-h6hx,1fc5737d06bd6629484cd3d7ee58084fb0a9abae,e0fe092590a03859f46fb11bcf6265a71a0d6a48,2019-06-06 13:06:34+03:00,2019-06-06 13:10:03+03:00,GITHUB,1,1,0,0,0,"0,4"
18,AdguardTeam/Scriptlets,js-yaml,GHSA-2pr6-76vf-7546,1fc5737d06bd6629484cd3d7ee58084fb0a9abae,e0fe092590a03859f46fb11bcf6265a71a0d6a48,2019-06-06 13:06:34+03:00,2019-06-06 13:10:03+03:00,GITHUB,1,1,0,0,0,"0,4"
19,AdguardTeam/Scriptlets,lodash,GHSA-jf85-cpcp-j695,4924a55ae8a0118ad0f23ae08d6b1618c5ffe8a0,6444b6ab30f82c1c357cb90a31570215e8b2d548,2019-11-22 16:24:48+03:00,2019-11-22 16:24:48+03:00,GITHUB,0,1,0,0,0,"132,11"
20,AdguardTeam/Scriptlets,eslint-utils,GHSA-3gx7-xhv7-5mx3,4924a55ae8a0118ad0f23ae08d6b1618c5ffe8a0,6444b6ab30f82c1c357cb90a31570215e8b2d548,2019-11-22 16:24:48+03:00,2019-11-22 16:24:48+03:00,GITHUB,0,1,0,0,0,"87,15"
21,AdguardTeam/Scriptlets,mixin-deep,GHSA-fhjf-83wg-r2j9,4924a55ae8a0118ad0f23ae08d6b1618c5ffe8a0,6444b6ab30f82c1c357cb90a31570215e8b2d548,2019-11-22 16:24:48+03:00,2019-11-22 16:24:48+03:00,GITHUB,0,1,0,1,1,"84,17"
22,AdguardTeam/Scriptlets,acorn,GHSA-6chw-6frg-f759,e3429b0f42f23bee6733e5ce5f88a65643e97576,"7a2b88483e929f71fb49ea38538a73833c5ddd24,64ec604b650d790ce3f073bceaba494637975cf1",2020-04-20 14:40:39+03:00,2020-04-20 14:40:39+03:00,GITHUB,0,1,0,0,0,"37,12"
23,Amsterdam/signals-frontend,eslint,GHSA-jcgq-xh2f-2hfm,a75999c32f45358a75db5c807f5d5e12e31cf571,"ac660bc508a17b0f744be74f81fe030e0a5717ab,d041643c09203b59f15a7014062eb64737bf3541",2019-10-18 09:54:56+02:00,2019-10-18 09:54:56+02:00,GITHUB,1,1,0,0,0,"48,17"
24,Amsterdam/signals-frontend,minimist,GHSA-vh95-rmgr-6w4m,0519f5c608ab9e8722eb6f7cd041c98a0008ac9b,94bd940229c2a57d54c825bf6a8af8b004fc5d91,2020-03-18 07:46:03+01:00,2020-03-18 07:46:03+01:00,GITHUB,1,1,0,0,0,"1,2"
25,ArcBlock/forge-js,lodash,GHSA-4xc9-xhrj-v574,37f24893cbaf515e2e0b03fa545c7141bac31eb6,e3e76da99695a937e7f10dc5841520139e1e7b58,2019-08-09T06:24:40+08:00,2019-08-09T06:24:40+08:00,SOFTWARE_HERITAGE,0,1,0,0,0,"19,8"
26,ArcBlock/forge-js,lodash,GHSA-x5rq-j2xg-h7qm,37f24893cbaf515e2e0b03fa545c7141bac31eb6,e3e76da99695a937e7f10dc5841520139e1e7b58,2019-08-09T06:24:40+08:00,2019-08-09T06:24:40+08:00,SOFTWARE_HERITAGE,0,1,0,0,0,"19,8"
27,ArcBlock/forge-js,lodash,GHSA-jf85-cpcp-j695,37f24893cbaf515e2e0b03fa545c7141bac31eb6,e3e76da99695a937e7f10dc5841520139e1e7b58,2019-08-09T06:24:40+08:00,2019-08-09T06:24:40+08:00,SOFTWARE_HERITAGE,0,1,0,0,0,"19,8"
28,ArcBlock/forge-js,lodash,GHSA-x5rq-j2xg-h7qm,37f24893cbaf515e2e0b03fa545c7141bac31eb6,e3e76da99695a937e7f10dc5841520139e1e7b58,2019-08-09T06:24:40+08:00,2019-08-09T06:24:40+08:00,SOFTWARE_HERITAGE,0,1,0,0,0,"19,8"
29,ArcBlock/forge-js,lodash,GHSA-jf85-cpcp-j695,37f24893cbaf515e2e0b03fa545c7141bac31eb6,e3e76da99695a937e7f10dc5841520139e1e7b58,2019-08-09T06:24:40+08:00,2019-08-09T06:24:40+08:00,SOFTWARE_HERITAGE,0,1,0,0,0,"19,8"
30,ArcBlock/forge-js,lodash,GHSA-4xc9-xhrj-v574,37f24893cbaf515e2e0b03fa545c7141bac31eb6,e3e76da99695a937e7f10dc5841520139e1e7b58,2019-08-09T06:24:40+08:00,2019-08-09T06:24:40+08:00,SOFTWARE_HERITAGE,0,1,0,0,0,"19,8"
31,ArcBlock/forge-js,js-yaml,GHSA-2pr6-76vf-7546,37f24893cbaf515e2e0b03fa545c7141bac31eb6,e3e76da99695a937e7f10dc5841520139e1e7b58,2019-08-09T06:24:40+08:00,2019-08-09T06:24:40+08:00,SOFTWARE_HERITAGE,0,1,0,0,0,"0,0"
32,ArcBlock/forge-js,js-yaml,GHSA-8j8c-7jfh-h6hx,37f24893cbaf515e2e0b03fa545c7141bac31eb6,e3e76da99695a937e7f10dc5841520139e1e7b58,2019-08-09T06:24:40+08:00,2019-08-09T06:24:40+08:00,SOFTWARE_HERITAGE,0,1,0,0,0,"0,0"
33,ArcBlock/forge-js,acorn,GHSA-6chw-6frg-f759,3216805f6d3755a19a63227903f26e71cfca76b8,ac3fb92eeeaba08ace5f917c912337f19b7609b6,2020-06-13T06:33:26+08:00,2020-06-13T06:33:26+08:00,SOFTWARE_HERITAGE,0,0,0,0,0,
34,AresMUSH/ares-webportal,https-proxy-agent,GHSA-8g7p-74h8-hg48,abea55f8dac55074ce161873b6abfa80382b2d39,"d3455abe9239e96c3dd49df15493d6c9a7ca57bc,25ffac6606e6c6e4575e0ab1ba375f9c3803b205",2020-10-11 17:47:59-04:00,2020-10-11 17:47:59-04:00,GITHUB,1,1,1,1,1,"178,3"
35,AresMUSH/ares-webportal,https-proxy-agent,GHSA-pc5p-h8pf-mvwp,abea55f8dac55074ce161873b6abfa80382b2d39,"d3455abe9239e96c3dd49df15493d6c9a7ca57bc,25ffac6606e6c6e4575e0ab1ba375f9c3803b205",2020-10-11 17:47:59-04:00,2020-10-11 17:47:59-04:00,GITHUB,1,1,1,1,1,"178,3"
36,AresMUSH/ares-webportal,jquery,GHSA-gxr4-xjj5-5px2,50db3014932676fac158d26c8b1b583c8282f0bc,65527f1349937fc119645901fd11818d60ad32a4,2020-04-23 22:13:08-04:00,2020-04-23 22:13:08-04:00,GITHUB,0,0,0,0,0,
37,AresMUSH/ares-webportal,jquery,GHSA-jpcq-cgw6-v4j6,50db3014932676fac158d26c8b1b583c8282f0bc,65527f1349937fc119645901fd11818d60ad32a4,2020-04-23 22:13:08-04:00,2020-04-23 22:13:08-04:00,GITHUB,0,0,0,0,0,
38,AssemblyScript/binaryen.js,minimist,GHSA-vh95-rmgr-6w4m,a03afebacbf630137c7f800e61862d98833f9515,34798d55a23722815b08ae666085caec5fb4fa52,2020-03-13 23:06:57+01:00,2020-03-13 23:30:06+01:00,GITHUB,0,1,0,0,0,"0,0"
39,Automattic/mongoose,acorn,GHSA-6chw-6frg-f759,3a7cbb1002d20ec372573f9ea04e478511c8b433,0e55fe0727cd862ad9a7a35c04578362a07a0536,2020-03-16 10:34:26-04:00,2020-03-16 10:34:26-04:00,GITHUB,0,0,0,0,0,
40,Backendless/Console-SDK,lodash,GHSA-jf85-cpcp-j695,578e1ccf09dba6cee56a9c3539bd1e4ea6cf3600,1e1279df0a021cefb8c0ed2a069b1017113c8a87,2020-03-04 10:59:55+02:00,2020-03-04 10:59:55+02:00,GITHUB,1,1,0,0,0,"127,17"
41,Backendless/Console-SDK,mixin-deep,GHSA-fhjf-83wg-r2j9,82b86163be7fea75689999345be1453e33d43396,e236eba1740cc670cf9716aae6b8ef4b6785c11d,2019-10-28 16:38:30+01:00,2019-10-28 16:38:30+01:00,GITHUB,0,1,0,1,1,"0,0"
42,Backendless/Console-SDK,js-yaml,GHSA-8j8c-7jfh-h6hx,82b86163be7fea75689999345be1453e33d43396,e236eba1740cc670cf9716aae6b8ef4b6785c11d,2019-10-28 16:38:30+01:00,2019-10-28 16:38:30+01:00,GITHUB,0,1,0,0,0,"0,0"
43,Backendless/Console-SDK,js-yaml,GHSA-2pr6-76vf-7546,82b86163be7fea75689999345be1453e33d43396,e236eba1740cc670cf9716aae6b8ef4b6785c11d,2019-10-28 16:38:30+01:00,2019-10-28 16:38:30+01:00,GITHUB,0,1,0,0,0,"0,0"
44,BoostIO/Boostnote,eslint,GHSA-jcgq-xh2f-2hfm,27e403108cab69689bc160b8e9b38b7e865cf955,31ffbd98b62fd37596b738b3898beb58e4984fe6,2020-02-05T09:46:18+13:00,2020-02-05T09:46:18+13:00,SOFTWARE_HERITAGE,1,1,1,0,1,"98,16"
45,BrightID/BrightID,mixin-deep,GHSA-fhjf-83wg-r2j9,1f8bad5f3856bdd5e8281a6baeecd7c9f1e43796,58c2426b586e0504011b9cb1c13f188235ae6146,2020-05-06 11:17:31+08:00,2020-05-06 11:17:31+08:00,GITHUB,0,1,0,0,0,"185,5"
46,BrightID/BrightID,mixin-deep,GHSA-fhjf-83wg-r2j9,6e939bdff347f201e669c53b394c7533bfd5b80b,6d5e0134bb3843adc881ccda0faa8a3b95bc17e3,2020-07-02 20:33:00-07:00,2020-07-02 20:33:00-07:00,GITHUB,0,0,0,0,0,
47,BrightID/BrightID,mixin-deep,GHSA-fhjf-83wg-r2j9,2261d9f4ef7c9f2b0509ef395c143b1073997be1,d0af244c11817fcd421f3ffdb7fb3def37fcf4d1,2020-01-27 13:30:28+07:00,2020-01-27 13:30:28+07:00,GITHUB,0,1,0,0,0,"85,9"
48,BrightID/BrightID,mixin-deep,GHSA-fhjf-83wg-r2j9,6a5085644600598ea176c8ca41f386cd77f3a499,0bfd53dedfc2c9b0aa22484e5560f3d377b8cc23,2020-12-01 11:38:50+01:00,2020-12-01 11:38:50+01:00,GITHUB,0,0,0,0,0,
49,BrightID/BrightID,handlebars,GHSA-w457-6q6x-cgp9,2261d9f4ef7c9f2b0509ef395c143b1073997be1,d0af244c11817fcd421f3ffdb7fb3def37fcf4d1,2020-01-27 13:30:28+07:00,2020-01-27 13:30:28+07:00,GITHUB,0,0,0,0,0,
50,BrightID/BrightID,handlebars,GHSA-w457-6q6x-cgp9,6a5085644600598ea176c8ca41f386cd77f3a499,0bfd53dedfc2c9b0aa22484e5560f3d377b8cc23,2020-12-01 11:38:50+01:00,2020-12-01 11:38:50+01:00,GITHUB,0,0,0,0,0,
51,BrightID/BrightID,handlebars,GHSA-q42p-pg8m-cqh6,6a5085644600598ea176c8ca41f386cd77f3a499,0bfd53dedfc2c9b0aa22484e5560f3d377b8cc23,2020-12-01 11:38:50+01:00,2020-12-01 11:38:50+01:00,GITHUB,0,0,0,0,0,
52,BrightID/BrightID,eslint-utils,GHSA-3gx7-xhv7-5mx3,6a5085644600598ea176c8ca41f386cd77f3a499,0bfd53dedfc2c9b0aa22484e5560f3d377b8cc23,2020-12-01 11:38:50+01:00,2020-12-01 11:38:50+01:00,GITHUB,0,0,0,0,0,
53,BrightID/BrightID,acorn,GHSA-6chw-6frg-f759,609ff64e62a9968eab69adf17b6fa59881574bfb,bbfc6c50a19ba22f0da8cc97833175cd4f073b1a,2020-04-14 18:07:47+08:00,2020-04-27 16:39:23+08:00,GITHUB,0,0,0,0,0,
54,BrightID/BrightID,jquery,GHSA-6c3j-c64m-qhgq,1f8bad5f3856bdd5e8281a6baeecd7c9f1e43796,58c2426b586e0504011b9cb1c13f188235ae6146,2020-05-06 11:17:31+08:00,2020-05-06 11:17:31+08:00,GITHUB,0,0,0,0,0,
55,BrightID/BrightID,jquery,GHSA-wv67-q8rr-grjp,1f8bad5f3856bdd5e8281a6baeecd7c9f1e43796,58c2426b586e0504011b9cb1c13f188235ae6146,2020-05-06 11:17:31+08:00,2020-05-06 11:17:31+08:00,GITHUB,0,0,0,0,0,
56,BrightID/BrightID,jquery,GHSA-jpcq-cgw6-v4j6,1f8bad5f3856bdd5e8281a6baeecd7c9f1e43796,58c2426b586e0504011b9cb1c13f188235ae6146,2020-05-06 11:17:31+08:00,2020-05-06 11:17:31+08:00,GITHUB,0,0,0,0,0,
57,BrightID/BrightID,jquery,GHSA-gxr4-xjj5-5px2,1f8bad5f3856bdd5e8281a6baeecd7c9f1e43796,58c2426b586e0504011b9cb1c13f188235ae6146,2020-05-06 11:17:31+08:00,2020-05-06 11:17:31+08:00,GITHUB,0,0,0,0,0,
58,BryanAdamss/vue-awesome-template,webpack-bundle-analyzer,GHSA-pgr8-jg6h-8gw6,662e5fc5d33fcdf0f579fecf84ae19c0f89509a1,c127a9366614f75bc23d8614a56d54738b29003a,2020-06-23 20:06:37+08:00,2020-06-23 20:06:37+08:00,GITHUB,0,1,0,0,0,"233,17"
59,BryanAdamss/vue-awesome-template,webpack-dev-server,GHSA-cf66-xwfp-gvc4,662e5fc5d33fcdf0f579fecf84ae19c0f89509a1,c127a9366614f75bc23d8614a56d54738b29003a,2020-06-23 20:06:37+08:00,2020-06-23 20:06:37+08:00,GITHUB,0,1,0,0,0,"208,1"
60,BryanAdamss/vue-awesome-template,handlebars,GHSA-w457-6q6x-cgp9,662e5fc5d33fcdf0f579fecf84ae19c0f89509a1,c127a9366614f75bc23d8614a56d54738b29003a,2020-06-23 20:06:37+08:00,2020-06-23 20:06:37+08:00,GITHUB,0,0,0,0,0,
61,C0deboy/jaki-jezyk-programowania,eslint-utils,GHSA-3gx7-xhv7-5mx3,97a0e213a54b51b8ff2930b80635d3504a68c48b,6fdb95f16f6627fc9362d26fdbadd8d2afd9310e,2020-03-03 17:27:44+01:00,2020-03-03 17:27:44+01:00,GITHUB,0,1,0,1,1,"121,18"
62,C0deboy/jaki-jezyk-programowania,npm,GHSA-m6cx-g6qm-p2cx,97a0e213a54b51b8ff2930b80635d3504a68c48b,6fdb95f16f6627fc9362d26fdbadd8d2afd9310e,2020-03-03 17:27:44+01:00,2020-03-03 17:27:44+01:00,GITHUB,1,1,0,0,0,"80,21"
63,C0deboy/jaki-jezyk-programowania,npm,GHSA-x8qc-rrcw-4r46,97a0e213a54b51b8ff2930b80635d3504a68c48b,6fdb95f16f6627fc9362d26fdbadd8d2afd9310e,2020-03-03 17:27:44+01:00,2020-03-03 17:27:44+01:00,GITHUB,1,1,0,0,0,"80,21"
64,C0deboy/jaki-jezyk-programowania,npm,GHSA-4328-8hgf-7wjr,97a0e213a54b51b8ff2930b80635d3504a68c48b,6fdb95f16f6627fc9362d26fdbadd8d2afd9310e,2020-03-03 17:27:44+01:00,2020-03-03 17:27:44+01:00,GITHUB,1,1,0,0,0,"80,21"
65,C0deboy/jaki-jezyk-programowania,acorn,GHSA-6chw-6frg-f759,b7c6bd01d071c88bd74753abdafc4db9eb106637,ff6ada1cb4291cb44d87dfc41ad08e477fb4780c,2020-08-02 10:58:49+02:00,2020-08-02 10:58:49+02:00,GITHUB,0,1,0,0,0,"141,11"
66,C0deboy/jaki-jezyk-programowania,jquery,GHSA-jpcq-cgw6-v4j6,b7c6bd01d071c88bd74753abdafc4db9eb106637,ff6ada1cb4291cb44d87dfc41ad08e477fb4780c,2020-08-02 10:58:49+02:00,2020-08-02 10:58:49+02:00,GITHUB,1,1,0,0,0,"94,10"
67,C0deboy/jaki-jezyk-programowania,jquery,GHSA-gxr4-xjj5-5px2,b7c6bd01d071c88bd74753abdafc4db9eb106637,ff6ada1cb4291cb44d87dfc41ad08e477fb4780c,2020-08-02 10:58:49+02:00,2020-08-02 10:58:49+02:00,GITHUB,1,1,0,0,0,"94,10"
68,CANDY-LINE/candy-red,node-red-dashboard,GHSA-xg59-m7wx-853q,6e78d5a2a2d259bcb3b044b05b8a5b08d88862d1,49537731d44e5c38237a0f139bd80943022b92a8,2019-03-18 15:58:58+09:00,2019-03-18 15:58:58+09:00,GITHUB,0,0,0,0,0,
69,CANDY-LINE/candy-red,lodash.merge,GHSA-jf85-cpcp-j695,81678271cb2a15388f690959698a2c19baabd44a,ad59893cb131f9d9d7648f40b4208e9f0c0599dd,2019-11-27 16:00:06+09:00,2019-11-27 16:00:06+09:00,GITHUB,0,1,0,0,0,"12,21"
70,CANDY-LINE/candy-red,extend,GHSA-qrmc-fj45-qfc2,19605e6bb4ca021a893ab38959330a39d8975a86,d590ea532fdfb7351deae3f102bb33b5445b2c33,2019-11-14 18:38:39+09:00,2019-11-14 18:38:39+09:00,GITHUB,0,1,0,0,0,"0,0"
71,CANDY-LINE/candy-red,mixin-deep,GHSA-fhjf-83wg-r2j9,81678271cb2a15388f690959698a2c19baabd44a,ad59893cb131f9d9d7648f40b4208e9f0c0599dd,2019-11-27 16:00:06+09:00,2019-11-27 16:00:06+09:00,GITHUB,0,1,0,1,1,"12,21"
72,CANDY-LINE/candy-red,handlebars,GHSA-q42p-pg8m-cqh6,fee7597dd2b72f39741de7bd2832c2381e3a4573,454d8febd0285bc9ca6424c208879d465be2e06f,2019-11-14 20:06:31+09:00,2019-11-14 20:06:31+09:00,GITHUB,0,1,0,1,1,"0,1"
73,CMSgov/design-system,merge,GHSA-f9cm-qmx5-m98h,2233a8fa4a7588d230475197c2ae8f71f96c91ea,"28d3909309ee67d0831eb8ec48618ff357481889,1a3f11639d4e7a19583879c88f448ff36bd8b32d",2019-07-10T14:51:33-04:00,2019-07-10T14:51:33-04:00,SOFTWARE_HERITAGE,0,0,0,0,0,
74,CMSgov/design-system,lodash,GHSA-x5rq-j2xg-h7qm,2cbc4d6be0fe86344235e91992b6d1d04e82ace5,eb383ae06721417900fc045a9b2449d6be1edf4b,2019-07-12T09:52:01-04:00,2019-07-12T09:52:01-04:00,SOFTWARE_HERITAGE,0,0,0,0,0,
75,CMSgov/design-system,lodash,GHSA-jf85-cpcp-j695,2cbc4d6be0fe86344235e91992b6d1d04e82ace5,eb383ae06721417900fc045a9b2449d6be1edf4b,2019-07-12T09:52:01-04:00,2019-07-12T09:52:01-04:00,SOFTWARE_HERITAGE,0,0,0,0,0,
76,CMSgov/design-system,lodash,GHSA-4xc9-xhrj-v574,2cbc4d6be0fe86344235e91992b6d1d04e82ace5,eb383ae06721417900fc045a9b2449d6be1edf4b,2019-07-12T09:52:01-04:00,2019-07-12T09:52:01-04:00,SOFTWARE_HERITAGE,0,0,0,0,0,
77,CagetteNet/cagette,lodash,GHSA-jf85-cpcp-j695,c5b97c3c95f8f5e8c97efbe669519b80c659bf52,,2019-10-29T13:15:02+01:00,2019-10-29T13:15:02+01:00,,0,0,0,0,0,
78,CagetteNet/cagette,lodash.mergewith,GHSA-jf85-cpcp-j695,aad4cbe076b6765c2b0988d456788006d083d50b,,2020-04-24T17:06:14+02:00,2020-04-24T17:06:14+02:00,,0,0,0,0,0,
79,CagetteNet/cagette,bootstrap,GHSA-wh77-3x4m-4q9g,5ea04f49b75959e9dfe83693c7a1d54b1cbc6c04,,2020-02-13T16:20:56+01:00,2020-02-13T16:20:56+01:00,,0,0,0,0,0,
80,CagetteNet/cagette,fstream,GHSA-xf7w-r453-m56c,aad4cbe076b6765c2b0988d456788006d083d50b,,2020-04-24T17:06:14+02:00,2020-04-24T17:06:14+02:00,,0,0,0,0,0,
81,CagetteNet/cagette,lodash.mergewith,GHSA-jf85-cpcp-j695,4f4eafd442307518ed22ed492865b83415134367,,2020-03-30T16:16:04+02:00,2020-03-30T16:16:04+02:00,,0,0,0,0,0,
82,CagetteNet/cagette,fstream,GHSA-xf7w-r453-m56c,4f4eafd442307518ed22ed492865b83415134367,,2020-03-30T16:16:04+02:00,2020-03-30T16:16:04+02:00,,0,0,0,0,0,
83,CagetteNet/cagette,lodash,GHSA-jf85-cpcp-j695,aad4cbe076b6765c2b0988d456788006d083d50b,,2020-04-24T17:06:14+02:00,2020-04-24T17:06:14+02:00,,0,0,0,0,0,
84,CagetteNet/cagette,lodash-es,GHSA-jf85-cpcp-j695,aad4cbe076b6765c2b0988d456788006d083d50b,,2020-04-24T17:06:14+02:00,2020-04-24T17:06:14+02:00,,0,0,0,0,0,
85,CagetteNet/cagette,tar,GHSA-j44m-qm6p-hp7m,aad4cbe076b6765c2b0988d456788006d083d50b,,2020-04-24T17:06:14+02:00,2020-04-24T17:06:14+02:00,,0,0,0,0,0,
86,CagetteNet/cagette,lodash,GHSA-jf85-cpcp-j695,aad4cbe076b6765c2b0988d456788006d083d50b,,2020-04-24T17:06:14+02:00,2020-04-24T17:06:14+02:00,,0,0,0,0,0,
87,CagetteNet/cagette,jquery,GHSA-wv67-q8rr-grjp,5ea04f49b75959e9dfe83693c7a1d54b1cbc6c04,,2020-02-13T16:20:56+01:00,2020-02-13T16:20:56+01:00,,0,0,0,0,0,
88,CagetteNet/cagette,jquery,GHSA-rmxg-73gg-4p98,5ea04f49b75959e9dfe83693c7a1d54b1cbc6c04,,2020-02-13T16:20:56+01:00,2020-02-13T16:20:56+01:00,,0,0,0,0,0,
89,CagetteNet/cagette,jquery,GHSA-6c3j-c64m-qhgq,5ea04f49b75959e9dfe83693c7a1d54b1cbc6c04,,2020-02-13T16:20:56+01:00,2020-02-13T16:20:56+01:00,,0,0,0,0,0,
90,CagetteNet/cagette,jquery,GHSA-mhpp-875w-9cpv,5ea04f49b75959e9dfe83693c7a1d54b1cbc6c04,,2020-02-13T16:20:56+01:00,2020-02-13T16:20:56+01:00,,0,0,0,0,0,
91,CalderaWP/Caldera-Forms,handlebars,GHSA-w457-6q6x-cgp9,73c49d3838cdd61f6af64ec941673526887da94d,"48eda51891ecaea89103d079b6055e7fa24b685b,ce36995d6876a5c7c1cde96f2b969426daa2feb1",2020-01-09 10:16:42-05:00,2020-01-09 10:16:42-05:00,GITHUB,0,1,0,1,1,"12,22"
92,CalderaWP/Caldera-Forms,acorn,GHSA-6chw-6frg-f759,d40c31ce99c7253dcbb060b229ebfec905963f21,5ead32acc730845d359e167a774fdf8d6c9ddb9f,2020-06-11 13:43:39+02:00,2020-06-11 13:43:39+02:00,GITHUB,0,1,0,1,1,"88,11"
93,Caltech-IPAC/firefly,lodash,GHSA-jf85-cpcp-j695,0a339dd8cb82f497f43ebb8c1b785b3233ede541,4df7be26587461353c4174ffbce36aecb0628fed,2020-01-23 15:29:24-07:00,2020-02-04 15:54:49-08:00,GITHUB,1,1,0,0,0,"111,1"
94,Caltech-IPAC/firefly,lodash.mergewith,GHSA-jf85-cpcp-j695,0a339dd8cb82f497f43ebb8c1b785b3233ede541,4df7be26587461353c4174ffbce36aecb0628fed,2020-01-23 15:29:24-07:00,2020-02-04 15:54:49-08:00,GITHUB,0,1,0,0,0,"111,1"
